merchant_id,application_id
M38483,A008826
M38484,A039405
M38485,A041237
M38486,A046122
M38487,A044254
M38488,A001037
M38489,A033479
M38490,A009620
M38491,A020755
M38492,A024313
M38493,A038954
M38494,A042643
M38495,A034205
M38496,A037185
M38497,A016088
M38498,A006440
M38499,A046871
M38500,A016133
M38501,A033645
M38502,A002283
M38503,A003660
M38504,A000440
M38505,A002264
M38506,A012659
M38507,A045326
M38508,A027062
M38509,A040756
M38510,A007770
M38511,A010510
M38512,A046713
M38513,A005403
M38514,A017575
M38515,A037662
M38516,A007473
M38517,A022553
M38518,A030639
M38519,A024146
M38520,A029684
M38521,A040470
M38522,A025412
M38523,A017438
M38524,A024221
M38525,A017602
M38526,A036690
M38527,A031287
M38528,A030143
M38529,A019581
M38530,A009781
M38531,A049902
M38532,A014005
M38533,A045577
M38534,A035063
M38535,A011881
M38536,A009535
M38537,A041002
M38538,A016718
M38539,A013801
M38540,A042334
M38541,A005638
M38542,A041312
M38543,A034272
M38544,A018611
M38545,A028697
M38546,A023910
M38547,A041141
M38548,A014759
M38549,A031004
M38550,A015137
M38551,A013624
M38552,A008575
M38553,A012445
M38554,A034288
M38555,A026871
M38556,A029653
M38557,A034553
M38558,A001124
M38559,A040978
M38560,A005631
M38561,A026454
M38562,A002448
M38563,A030437
M38564,A001321
M38565,A013913
M38566,A038382
M38567,A049699
M38568,A043604
M38569,A045035
M38570,A028650
M38571,A029046
M38572,A005069
M38573,A043990
M38574,A006806
M38575,A035677
M38576,A010112
M38577,A003096
M38578,A035178
M38579,A041891
M38580,A010603
M38581,A004067
M38582,A003715
M38583,A019973
M38584,A011524
M38585,A019631
M38586,A024138
M38587,A045325
M38588,A025830
M38589,A008042
M38590,A007140
M38591,A008179
M38592,A024179
M38593,A037156
M38594,A030562
M38595,A004355
M38596,A021803
M38597,A045739
M38598,A036473
M38599,A032945
M38600,A016994
M38601,A002392
M38602,A027930
M38603,A026831
M38604,A021268
M38605,A044451
M38606,A035403
M38607,A027357
M38608,A049102
M38609,A025250
M38610,A033133
M38611,A030753
M38612,A033977
M38613,A031858
M38614,A034639
M38615,A043718
M38616,A028557
M38617,A012571
M38618,A024729
M38619,A039228
M38620,A028696
M38621,A021022
M38622,A029661
M38623,A049872
M38624,A047232
M38625,A031376
M38626,A009378
M38627,A048073
M38628,A032772
M38629,A033057
M38630,A019620
M38631,A021458
M38632,A005763
M38633,A007176
M38634,A046501
M38635,A017460
M38636,A001161
M38637,A048467
M38638,A012206
M38639,A049137
M38640,A049156
M38641,A030354
M38642,A021318
M38643,A004224
M38644,A006796
M38645,A020582
M38646,A043165
M38647,A026350
M38648,A029736
M38649,A002173
M38650,A032879
M38651,A018902
M38652,A018799
M38653,A018346
M38654,A028207
M38655,A038758
M38656,A046700
M38657,A006255
M38658,A023872
M38659,A024876
M38660,A029608
M38661,A014339
M38662,A035874
M38663,A014681
M38664,A023517
M38665,A021116
M38666,A006810
M38667,A026609
M38668,A019285
M38669,A041369
M38670,A040915
M38671,A035379
M38672,A042809
M38673,A000900
M38674,A031665
M38675,A047374
M38676,A006057
M38677,A035505
M38678,A033849
M38679,A025395
M38680,A016485
M38681,A009745
M38682,A020819
M38683,A001239
M38684,A003105
M38685,A009387
M38686,A041493
M38687,A049381
M38688,A037978
M38689,A017505
M38690,A046965
M38691,A028584
M38692,A009702
M38693,A012426
M38694,A007628
M38695,A000804
M38696,A048875
M38697,A028474
M38698,A036223
M38699,A015877
M38700,A002447
M38701,A010508
M38702,A031809
M38703,A009540
M38704,A027668
M38705,A016998
M38706,A017838
M38707,A023986
M38708,A011051
M38709,A047410
M38710,A017576
M38711,A002809
M38712,A015753
M38713,A040572
M38714,A003758
M38715,A001991
M38716,A033212
M38717,A006872
M38718,A019941
M38719,A044575
M38720,A022691
M38721,A023219
M38722,A025457
M38723,A027539
M38724,A008538
M38725,A032129
M38726,A006020
M38727,A035268
M38728,A024811
M38729,A020603
M38730,A003380
M38731,A028083
M38732,A009740
M38733,A037994
M38734,A032969
M38735,A030475
M38736,A016643
M38737,A007998
M38738,A016585
M38739,A001861
M38740,A013373
M38741,A030914
M38742,A038505
M38743,A049980
M38744,A030472
M38745,A007774
M38746,A041068
M38747,A011514
M38748,A016680
M38749,A019061
M38750,A009334
M38751,A004901
M38752,A049891
M38753,A012416
M38754,A018971
M38755,A036430
M38756,A047956
M38757,A034418
M38758,A013891
M38759,A040183
M38760,A013605
M38761,A000107
M38762,A011973
M38763,A016811
M38764,A035920
M38765,A007987
M38766,A007651
M38767,A001130
M38768,A008465
M38769,A044947
M38770,A007299
M38771,A001962
M38772,A014104
M38773,A000766
M38774,A010417
M38775,A039873
M38776,A019431
M38777,A016731
M38778,A042097
M38779,A018689
M38780,A006481
M38781,A016822
M38782,A013145
M38783,A004690
M38784,A022896
M38785,A004232
M38786,A020379
M38787,A019712
M38788,A034564
M38789,A039856
M38790,A017833
M38791,A023141
M38792,A004018
M38793,A004012
M38794,A043713
M38795,A029009
M38796,A040828
M38797,A010681
M38798,A019443
M38799,A043861
M38800,A011613
M38801,A001343
M38802,A004087
M38803,A041678
M38804,A020852
M38805,A027993
M38806,A035985
M38807,A040325
M38808,A042270
M38809,A046056
M38810,A027477
M38811,A017286
M38812,A045131
M38813,A023679
M38814,A014525
M38815,A035338
M38816,A038606
M38817,A010624
M38818,A032443
M38819,A031196
M38820,A019080
M38821,A009569
M38822,A004358
M38823,A003188
M38824,A020678
M38825,A001737
M38826,A027350
M38827,A004788
M38828,A002562
M38829,A029315
M38830,A002522
M38831,A005109
M38832,A031331
M38833,A048417
M38834,A037588
M38835,A022844
M38836,A024277
M38837,A000108
M38838,A021009
M38839,A005074
M38840,A017145
M38841,A003141
M38842,A036380
M38843,A046542
M38844,A002069
M38845,A026199
M38846,A046429
M38847,A008306
M38848,A001830
M38849,A044421
M38850,A007444
M38851,A025526
M38852,A041318
M38853,A027907
M38854,A007427
M38855,A036465
M38856,A042892
M38857,A005657
M38858,A045479
M38859,A045230
M38860,A010164
M38861,A014210
M38862,A017277
M38863,A023482
M38864,A036503
M38865,A044972
M38866,A012030
M38867,A048892
M38868,A026542
M38869,A044340
M38870,A002531
M38871,A027884
M38872,A001174
M38873,A023929
M38874,A023982
M38875,A037890
M38876,A010092
M38877,A030447
M38878,A043149
M38879,A004179
M38880,A007132
M38881,A046808
M38882,A014198
M38883,A044983
M38884,A017040
M38885,A010047
M38886,A046213
M38887,A036395
M38888,A009536
M38889,A002500
M38890,A049558
M38891,A007523
M38892,A000703
M38893,A039277
M38894,A010601
M38895,A031793
M38896,A035911
M38897,A049239
M38898,A012129
M38899,A043208
M38900,A010623
M38901,A018077
M38902,A004854
M38903,A049263
M38904,A015985
M38905,A011714
M38906,A013403
M38907,A026691
M38908,A025915
M38909,A012333
M38910,A015299
M38911,A047956
M38912,A018904
M38913,A006160
M38914,A002005
M38915,A042053
M38916,A047005
M38917,A012028
M38918,A017598
M38919,A049289
M38920,A000022
M38921,A002278
M38922,A022666
M38923,A039357
M38924,A010554
M38925,A021937
M38926,A022410
M38927,A047895
M38928,A049642
M38929,A033244
M38930,A022245
M38931,A005583
M38932,A041307
M38933,A017022
M38934,A021319
M38935,A034077
M38936,A007661
M38937,A046517
M38938,A028431
M38939,A041957
M38940,A042869
M38941,A022557
M38942,A008734
M38943,A045110
M38944,A046130
M38945,A031255
M38946,A037005
M38947,A030796
M38948,A004065
M38949,A037078
M38950,A013357
M38951,A035637
M38952,A013260
M38953,A045147
M38954,A037756
M38955,A033530
M38956,A041655
M38957,A043844
M38958,A008698
M38959,A029476
M38960,A024697
M38961,A039085
M38962,A043424
M38963,A041436
M38964,A049133
M38965,A005654
M38966,A043503
M38967,A007296
M38968,A005228
M38969,A022859
M38970,A002465
M38971,A039460
M38972,A016434
M38973,A012520
M38974,A027880
M38975,A026758
M38976,A031167
M38977,A026689
M38978,A001057
M38979,A009757
M38980,A044825
M38981,A017754
M38982,A023037
M38983,A002174
M38984,A042954
M38985,A014014
M38986,A038096
M38987,A006485
M38988,A008372
M38989,A022865
M38990,A012472
M38991,A020323
M38992,A028304
M38993,A029559
M38994,A014459
M38995,A010052
M38996,A049527
M38997,A003355
M38998,A040090
M38999,A038839
M39000,A033698
M39001,A029740
M39002,A020615
M39003,A041593
M39004,A010197
M39005,A034717
M39006,A027545
M39007,A040332
M39008,A037798
M39009,A030671
M39010,A042150
M39011,A024314
M39012,A047382
M39013,A026140
M39014,A003127
M39015,A004339
M39016,A004427
M39017,A001240
M39018,A012412
M39019,A024017
M39020,A009821
M39021,A037118
M39022,A005167
M39023,A038660
M39024,A049520
M39025,A015308
M39026,A025001
M39027,A046855
M39028,A049445
M39029,A024030
M39030,A015866
M39031,A000038
M39032,A048241
M39033,A032619
M39034,A015131
M39035,A019286
M39036,A006861
M39037,A016969
M39038,A021072
M39039,A028499
M39040,A025472
M39041,A006223
M39042,A036547
M39043,A034577
M39044,A026010
M39045,A049897
M39046,A026367
M39047,A036448
M39048,A005749
M39049,A000791
M39050,A011200
M39051,A016646
M39052,A029756
M39053,A024543
M39054,A049740
M39055,A032164
M39056,A046631
M39057,A008187
M39058,A001179
M39059,A033488
M39060,A045078
M39061,A034907
M39062,A037938
M39063,A044658
M39064,A016286
M39065,A040190
M39066,A019992
M39067,A042245
M39068,A044376
M39069,A048556
M39070,A018514
M39071,A031533
M39072,A028305
M39073,A005119
M39074,A020333
M39075,A031955
M39076,A034738
M39077,A009868
M39078,A002181
M39079,A007391
M39080,A019631
M39081,A039603
M39082,A006604
M39083,A016832
M39084,A008316
M39085,A003960
M39086,A020404
M39087,A011033
M39088,A019083
M39089,A012812
M39090,A049440
M39091,A029153
M39092,A023461
M39093,A027849
M39094,A012009
M39095,A012484
M39096,A030212
M39097,A039647
M39098,A030805
M39099,A021177
M39100,A012965
M39101,A034914
M39102,A009693
M39103,A041884
M39104,A048429
M39105,A040289
M39106,A011140
M39107,A022850
M39108,A000178
M39109,A017058
M39110,A010167
M39111,A016727
M39112,A048261
M39113,A036255
M39114,A023979
M39115,A027842
M39116,A023716
M39117,A033791
M39118,A012382
M39119,A009054
M39120,A007876
M39121,A047378
M39122,A002068
M39123,A008126
M39124,A031167
M39125,A029283
M39126,A011914
M39127,A037935
M39128,A000512
M39129,A024128
M39130,A028985
M39131,A024230
M39132,A033181
M39133,A044423
M39134,A049349
M39135,A027775
M39136,A008197
M39137,A005982
M39138,A031123
M39139,A022825
M39140,A016907
M39141,A024397
M39142,A045953
M39143,A007475
M39144,A018103
M39145,A019147
M39146,A015292
M39147,A016519
M39148,A015737
M39149,A015791
M39150,A024408
M39151,A033504
M39152,A048028
M39153,A045770
M39154,A011237
M39155,A006258
M39156,A041174
M39157,A014610
M39158,A031472
M39159,A007274
M39160,A037027
M39161,A002084
M39162,A030068
M39163,A003816
M39164,A039506
M39165,A011387
M39166,A031686
M39167,A025160
M39168,A036902
M39169,A032846
M39170,A040909
M39171,A035929
M39172,A031233
M39173,A036428
M39174,A019091
M39175,A012873
M39176,A043983
M39177,A048565
M39178,A048179
M39179,A028234
M39180,A007251
M39181,A004059
M39182,A001347
M39183,A008167
M39184,A015266
M39185,A047947
M39186,A048621
M39187,A002585
M39188,A043421
M39189,A016341
M39190,A029803
M39191,A006090
M39192,A043816
M39193,A025480
M39194,A039661
M39195,A033321
M39196,A004410
M39197,A049380
M39198,A022799
M39199,A035233
M39200,A020231
M39201,A007985
M39202,A012781
M39203,A043636
M39204,A008101
M39205,A006639
M39206,A035041
M39207,A019716
M39208,A021274
M39209,A007892
M39210,A042377
M39211,A034730
M39212,A019691
M39213,A036200
M39214,A002087
M39215,A006858
M39216,A029327
M39217,A008928
M39218,A030226
M39219,A017498
M39220,A034786
M39221,A020459
M39222,A036886
M39223,A023016
M39224,A015902
M39225,A023842
M39226,A007175
M39227,A043305
M39228,A047725
M39229,A004219
M39230,A002839
M39231,A003146
M39232,A022958
M39233,A023582
M39234,A023680
M39235,A004184
M39236,A026007
M39237,A038373
M39238,A039486
M39239,A006549
M39240,A037562
M39241,A003656
M39242,A015708
M39243,A038736
M39244,A043159
M39245,A032107
M39246,A029919
M39247,A049096
M39248,A015411
M39249,A025969
M39250,A008664
M39251,A005724
M39252,A044563
M39253,A029528
M39254,A016267
M39255,A011272
M39256,A028817
M39257,A022762
M39258,A041582
M39259,A045474
M39260,A028492
M39261,A020811
M39262,A015493
M39263,A043415
M39264,A037292
M39265,A011313
M39266,A001458
M39267,A011642
M39268,A043764
M39269,A039945
M39270,A038702
M39271,A016585
M39272,A049266
M39273,A049972
M39274,A048585
M39275,A010612
M39276,A023646
M39277,A038932
M39278,A042588
M39279,A025601
M39280,A007076
M39281,A009650
M39282,A013832
M39283,A001752
M39284,A019124
M39285,A019776
M39286,A047445
M39287,A047415
M39288,A037810
M39289,A016638
M39290,A001020
M39291,A034554
M39292,A035767
M39293,A025210
M39294,A021445
M39295,A044813
M39296,A039777
M39297,A027629
M39298,A043983
M39299,A011304
M39300,A028084
M39301,A044939
M39302,A035645
M39303,A024173
M39304,A001278
M39305,A033643
M39306,A001689
M39307,A041498
M39308,A009435
M39309,A006164
M39310,A030999
M39311,A027223
M39312,A009697
M39313,A033787
M39314,A047236
M39315,A030229
M39316,A020883
M39317,A035977
M39318,A035762
M39319,A010822
M39320,A019715
M39321,A029043
M39322,A026862
M39323,A003826
M39324,A020912
M39325,A049488
M39326,A021348
M39327,A036441
M39328,A006389
M39329,A034783
M39330,A028649
M39331,A007581
M39332,A024806
M39333,A038371
M39334,A004299
M39335,A042304
M39336,A000434
M39337,A019405
M39338,A020750
M39339,A032390
M39340,A046785
M39341,A007427
M39342,A029228
M39343,A030524
M39344,A016167
M39345,A012956
M39346,A012508
M39347,A038077
M39348,A002940
M39349,A019939
M39350,A009126
M39351,A011041
M39352,A030430
M39353,A001929
M39354,A028595
M39355,A005561
M39356,A034106
M39357,A021899
M39358,A008367
M39359,A013744
M39360,A018928
M39361,A014158
M39362,A002136
M39363,A034165
M39364,A015996
M39365,A049217
M39366,A005131
M39367,A030025
M39368,A028219
M39369,A035276
M39370,A016941
M39371,A047863
M39372,A003602
M39373,A025161
M39374,A018873
M39375,A033667
M39376,A019130
M39377,A006204
M39378,A002111
M39379,A019395
M39380,A003489
M39381,A015822
M39382,A036069
M39383,A025262
M39384,A021878
M39385,A030741
M39386,A009015
M39387,A048534
M39388,A039701
M39389,A037862
M39390,A009857
M39391,A008316
M39392,A045161
M39393,A003192
M39394,A016538
M39395,A039125
M39396,A024531
M39397,A040762
M39398,A019018
M39399,A049511
M39400,A017641
M39401,A017982
M39402,A002653
M39403,A035290
M39404,A010898
M39405,A019971
M39406,A047524
M39407,A035503
M39408,A036457
M39409,A036357
M39410,A010147
M39411,A019422
M39412,A044917
M39413,A023089
M39414,A001593
M39415,A004061
M39416,A012337
M39417,A036973
M39418,A020195
M39419,A013327
M39420,A010372
M39421,A027568
M39422,A022151
M39423,A044958
M39424,A044628
M39425,A034417
M39426,A038837
M39427,A030938
M39428,A044261
M39429,A012309
M39430,A021455
M39431,A048977
M39432,A031749
M39433,A015289
M39434,A032505
M39435,A013828
M39436,A019908
M39437,A004755
M39438,A003572
M39439,A009786
M39440,A019253
M39441,A048412
M39442,A035668
M39443,A049217
M39444,A037907
M39445,A042625
M39446,A036708
M39447,A003543
M39448,A042079
M39449,A008382
M39450,A046860
M39451,A019900
M39452,A045316
M39453,A003713
M39454,A017885
M39455,A007043
M39456,A033965
M39457,A018652
M39458,A046906
M39459,A011193
M39460,A042548
M39461,A048047
M39462,A024106
M39463,A041927
M39464,A040966
M39465,A044556
M39466,A009672
M39467,A048833
M39468,A040592
M39469,A024733
M39470,A025880
M39471,A048591
M39472,A032801
M39473,A005263
M39474,A014667
M39475,A006538
M39476,A023549
M39477,A047432
M39478,A001914
M39479,A003813
M39480,A033577
M39481,A030626
M39482,A044701
M39483,A036062
M39484,A021489
M39485,A027850
M39486,A010829
M39487,A032832
M39488,A044486
M39489,A025889
M39490,A024663
M39491,A025011
M39492,A017455
M39493,A025296
M39494,A018600
M39495,A005804
M39496,A000852
M39497,A029917
M39498,A034807
M39499,A041327
M39500,A003861
M39501,A018909
M39502,A024111
M39503,A022032
M39504,A009887
M39505,A042846
M39506,A045339
M39507,A035228
M39508,A035132
M39509,A037971
M39510,A019334
M39511,A028672
M39512,A005218
M39513,A020897
M39514,A001205
M39515,A019997
M39516,A008098
M39517,A039342
M39518,A026084
M39519,A001351
M39520,A001462
M39521,A018625
M39522,A045302
M39523,A031606
M39524,A024029
M39525,A017522
M39526,A013811
M39527,A025151
M39528,A043589
M39529,A013601
M39530,A021700
M39531,A013619
M39532,A006588
M39533,A048018
M39534,A042599
M39535,A014930
M39536,A042072
M39537,A039191
M39538,A009320
M39539,A013844
M39540,A024051
M39541,A045243
M39542,A035390
M39543,A022700
M39544,A004780
M39545,A000235
M39546,A049426
M39547,A037141
M39548,A042532
M39549,A035056
M39550,A040869
M39551,A026052
M39552,A032815
M39553,A014697
M39554,A042118
M39555,A013263
M39556,A000455
M39557,A028192
M39558,A031477
M39559,A014335
M39560,A004878
M39561,A003854
M39562,A044399
M39563,A023886
M39564,A016584
M39565,A006773
M39566,A009215
M39567,A045345
M39568,A007614
M39569,A025725
M39570,A042291
M39571,A018971
M39572,A022957
M39573,A006424
M39574,A005402
M39575,A021626
M39576,A005341
M39577,A048887
M39578,A002724
M39579,A008403
M39580,A035563
M39581,A028417
M39582,A019828
M39583,A018025
M39584,A047993
M39585,A035567
M39586,A027110
M39587,A015092
M39588,A014179
M39589,A018659
M39590,A014918
M39591,A032743
M39592,A003181
M39593,A011151
M39594,A026778
M39595,A022480
M39596,A034174
M39597,A048561
M39598,A014535
M39599,A030813
M39600,A007551
M39601,A046918
M39602,A046427
M39603,A039596
M39604,A031736
M39605,A028949
M39606,A002315
M39607,A008834
M39608,A046016
M39609,A015621
M39610,A032822
M39611,A022757
M39612,A002933
M39613,A012134
M39614,A048353
M39615,A005158
M39616,A048870
M39617,A029132
M39618,A013592
M39619,A029645
M39620,A012713
M39621,A008802
M39622,A041133
M39623,A021360
M39624,A027559
M39625,A025614
M39626,A031599
M39627,A011511
M39628,A009880
M39629,A032644
M39630,A030869
M39631,A011143
M39632,A017186
M39633,A018287
M39634,A001638
M39635,A022918
M39636,A034202
M39637,A040217
M39638,A039840
M39639,A036442
M39640,A044061
M39641,A015331
M39642,A009369
M39643,A012407
M39644,A029756
M39645,A008882
M39646,A000391
M39647,A037844
M39648,A035321
M39649,A034603
M39650,A032618
M39651,A009581
M39652,A018561
M39653,A029252
M39654,A028180
M39655,A038898
M39656,A032688
M39657,A043131
M39658,A036637
M39659,A038309
M39660,A024282
M39661,A045363
M39662,A023741
M39663,A039434
M39664,A035347
M39665,A002648
M39666,A009904
M39667,A008632
M39668,A028782
M39669,A003912
M39670,A007248
M39671,A008554
M39672,A009313
M39673,A048572
M39674,A000303
M39675,A014811
M39676,A046832
M39677,A012957
M39678,A033560
M39679,A035899
M39680,A021038
M39681,A014671
M39682,A032433
M39683,A006830
M39684,A019992
M39685,A047532
M39686,A021528
M39687,A014273
M39688,A035161
M39689,A040857
M39690,A034194
M39691,A032730
M39692,A027686
M39693,A010916
M39694,A035560
M39695,A046526
M39696,A046921
M39697,A003480
M39698,A035690
M39699,A029082
M39700,A046135
M39701,A020663
M39702,A030175
M39703,A047600
M39704,A034734
M39705,A033645
M39706,A010756
M39707,A023432
M39708,A039118
M39709,A022203
M39710,A021574
M39711,A044680
M39712,A043430
M39713,A019273
M39714,A016248
M39715,A020553
M39716,A036059
M39717,A014920
M39718,A020585
M39719,A047189
M39720,A007543
M39721,A029270
M39722,A031458
M39723,A032082
M39724,A028537
M39725,A019837
M39726,A005582
M39727,A047046
M39728,A005154
M39729,A007073
M39730,A033352
M39731,A039948
M39732,A048233
M39733,A009919
M39734,A029974
M39735,A003948
M39736,A031118
M39737,A039707
M39738,A032782
M39739,A049106
M39740,A002725
M39741,A042423
M39742,A005246
M39743,A012378
M39744,A013680
M39745,A035107
M39746,A002006
M39747,A036993
M39748,A041271
M39749,A021376
M39750,A004951
M39751,A019052
M39752,A027509
M39753,A005627
M39754,A018046
M39755,A003689
M39756,A044058
M39757,A044832
M39758,A034639
M39759,A033937
M39760,A038849
M39761,A040643
M39762,A021010
M39763,A033209
M39764,A030206
M39765,A004031
M39766,A044441
M39767,A045032
M39768,A016932
M39769,A047210
M39770,A032822
M39771,A038006
M39772,A001725
M39773,A049686
M39774,A003174
M39775,A045874
M39776,A038176
M39777,A047210
M39778,A021733
M39779,A011480
M39780,A042151
M39781,A025081
M39782,A016678
M39783,A034567
M39784,A019348
M39785,A021816
M39786,A015731
M39787,A028076
M39788,A015622
M39789,A036653
M39790,A006468
M39791,A012153
M39792,A021250
M39793,A001812
M39794,A001656
M39795,A027063
M39796,A030217
M39797,A020450
M39798,A007671
M39799,A026517
M39800,A041768
M39801,A014037
M39802,A004592
M39803,A023121
M39804,A025319
M39805,A042803
M39806,A002520
M39807,A039794
M39808,A047334
M39809,A049588
M39810,A038920
M39811,A042962
M39812,A010559
M39813,A017965
M39814,A022161
M39815,A046420
M39816,A023746
M39817,A037934
M39818,A008185
M39819,A019717
M39820,A043718
M39821,A004402
M39822,A009777
M39823,A023926
M39824,A042701
M39825,A009316
M39826,A025027
M39827,A024441
M39828,A048821
M39829,A022669
M39830,A008336
M39831,A038487
M39832,A048847
M39833,A036323
M39834,A044701
M39835,A033680
M39836,A009571
M39837,A031374
M39838,A019567
M39839,A017112
M39840,A028940
M39841,A044621
M39842,A045316
M39843,A034474
M39844,A044378
M39845,A018682
M39846,A047935
M39847,A044810
M39848,A040626
M39849,A021611
M39850,A032756
M39851,A005698
M39852,A011675
M39853,A026644
M39854,A035981
M39855,A017643
M39856,A020001
M39857,A019360
M39858,A007360
M39859,A046273
M39860,A035017
M39861,A014845
M39862,A027223
M39863,A018106
M39864,A020531
M39865,A016389
M39866,A039673
M39867,A012507
M39868,A009097
M39869,A010895
M39870,A003262
M39871,A041918
M39872,A038030
M39873,A017319
M39874,A048655
M39875,A021238
M39876,A003862
M39877,A020699
M39878,A043166
M39879,A039863
M39880,A009078
M39881,A007769
M39882,A046589
M39883,A018024
M39884,A006953
M39885,A029377
M39886,A039196
M39887,A044050
M39888,A013380
M39889,A047977
M39890,A034871
M39891,A013758
M39892,A027189
M39893,A027182
M39894,A015988
M39895,A010121
M39896,A027896
M39897,A047228
M39898,A000436
M39899,A023509
M39900,A036874
M39901,A009075
M39902,A020387
M39903,A043970
M39904,A042720
M39905,A046807
M39906,A027512
M39907,A000611
M39908,A045119
M39909,A041627
M39910,A030100
M39911,A041555
M39912,A027917
M39913,A033398
M39914,A013450
M39915,A026150
M39916,A011280
M39917,A037492
M39918,A001118
M39919,A035637
M39920,A026585
M39921,A039590
M39922,A019615
M39923,A026080
M39924,A044127
M39925,A022929
M39926,A011551
M39927,A006174
M39928,A020276
M39929,A019451
M39930,A029393
M39931,A003906
M39932,A030180
M39933,A032833
M39934,A048021
M39935,A032422
M39936,A043933
M39937,A039920
M39938,A005561
M39939,A043956
M39940,A041938
M39941,A021439
M39942,A048855
M39943,A012368
M39944,A037982
M39945,A014761
M39946,A041745
M39947,A047378
M39948,A049883
M39949,A038816
M39950,A021276
M39951,A002715
M39952,A005229
M39953,A043320
M39954,A028099
M39955,A042020
M39956,A028927
M39957,A005553
M39958,A022011
M39959,A015760
M39960,A002469
M39961,A049896
M39962,A039265
M39963,A024242
M39964,A015392
M39965,A018656
M39966,A013897
M39967,A008173
M39968,A036382
M39969,A039739
M39970,A017983
M39971,A032677
M39972,A011396
M39973,A000695
M39974,A012452
M39975,A026743
M39976,A017521
M39977,A014698
M39978,A021102
M39979,A007904
M39980,A016663
M39981,A034327
M39982,A010227
M39983,A005146
M39984,A040140
M39985,A037171
M39986,A044886
M39987,A027902
M39988,A016480
M39989,A049439
M39990,A011180
M39991,A004960
M39992,A026321
M39993,A037409
M39994,A048943
M39995,A007778
M39996,A046145
M39997,A026386
M39998,A031151
M39999,A034501
M40000,A008968
M40001,A014412
M40002,A009328
M40003,A027147
M40004,A031335
M40005,A032153
M40006,A012194
M40007,A025022
M40008,A004848
M40009,A012860
M40010,A028875
M40011,A025040
M40012,A043786
M40013,A002479
M40014,A030328
M40015,A016930
M40016,A017868
M40017,A044963
M40018,A049990
M40019,A041500
M40020,A043248
M40021,A004177
M40022,A043524
M40023,A029723
M40024,A002584
M40025,A005330
M40026,A016118
M40027,A035915
M40028,A026356
M40029,A015391
M40030,A017579
M40031,A003266
M40032,A041482
M40033,A001557
M40034,A011133
M40035,A031826
M40036,A000448
M40037,A038067
M40038,A005423
M40039,A039049
M40040,A016261
M40041,A010749
M40042,A033408
M40043,A035672
M40044,A029181
M40045,A039103
M40046,A031550
M40047,A008439
M40048,A031145
M40049,A019693
M40050,A034168
M40051,A031755
M40052,A039670
M40053,A021998
M40054,A022644
M40055,A004070
M40056,A024448
M40057,A020285
M40058,A031805
M40059,A020798
M40060,A041692
M40061,A039283
M40062,A049177
M40063,A013391
M40064,A038881
M40065,A020590
M40066,A037919
M40067,A012131
M40068,A029117
M40069,A012186
M40070,A021877
M40071,A003601
M40072,A013958
M40073,A005993
M40074,A033586
M40075,A008424
M40076,A008230
M40077,A044936
M40078,A011803
M40079,A046051
M40080,A008212
M40081,A020013
M40082,A032640
M40083,A011278
M40084,A025078
M40085,A028241
M40086,A006863
M40087,A004629
M40088,A006280
M40089,A032201
M40090,A000965
M40091,A016881
M40092,A028634
M40093,A035435
M40094,A002517
M40095,A019740
M40096,A025537
M40097,A042565
M40098,A003188
M40099,A032857
M40100,A038203
M40101,A005055
M40102,A000536
M40103,A027461
M40104,A014204
M40105,A048638
M40106,A032268
M40107,A024072
M40108,A031732
M40109,A044814
M40110,A017068
M40111,A014513
M40112,A038977
M40113,A047031
M40114,A018200
M40115,A020359
M40116,A041626
M40117,A026285
M40118,A046969
M40119,A033930
M40120,A047458
M40121,A027920
M40122,A015620
M40123,A038973
M40124,A027797
M40125,A003179
M40126,A024341
M40127,A011535
M40128,A022782
M40129,A011099
M40130,A036682
M40131,A029046
M40132,A024145
M40133,A004565
M40134,A021963
M40135,A025914
M40136,A017860
M40137,A012631
M40138,A035444
M40139,A015716
M40140,A001664
M40141,A027387
M40142,A018037
M40143,A048534
M40144,A005941
M40145,A043783
M40146,A020742
M40147,A007444
M40148,A004323
M40149,A015020
M40150,A021686
M40151,A041386
M40152,A023956
M40153,A019385
M40154,A011737
M40155,A021844
M40156,A034053
M40157,A029969
M40158,A015449
M40159,A048015
M40160,A004713
M40161,A003236
M40162,A003724
M40163,A018759
M40164,A010365
M40165,A033639
M40166,A001107
M40167,A033346
M40168,A010524
M40169,A046585
M40170,A027206
M40171,A030766
M40172,A018483
M40173,A022857
M40174,A037259
M40175,A001113
M40176,A043428
M40177,A038175
M40178,A048180
M40179,A047264
M40180,A007048
M40181,A016257
M40182,A029303
M40183,A035043
M40184,A033646
M40185,A013079
M40186,A004799
M40187,A031371
M40188,A004869
M40189,A005517
M40190,A026802
M40191,A033786
M40192,A023885
M40193,A027479
M40194,A039231
M40195,A032806
M40196,A025213
M40197,A033224
M40198,A038401
M40199,A028814
M40200,A018561
M40201,A027000
M40202,A043283
M40203,A012958
M40204,A009679
M40205,A042620
M40206,A025759
M40207,A022446
M40208,A025614
M40209,A015345
M40210,A045350
M40211,A028237
M40212,A024999
M40213,A024641
M40214,A001324
M40215,A022863
M40216,A032440
M40217,A041124
M40218,A031993
M40219,A000439
M40220,A041945
M40221,A047047
M40222,A013389
M40223,A003814
M40224,A006748
M40225,A045305
M40226,A040753
M40227,A045605
M40228,A000228
M40229,A048278
M40230,A009513
