merchant_id,bank_id
M44091,B012
M44092,B090
M44093,B002
M44094,B029
M44095,B060
M44096,B049
M44097,B052
M44098,B059
M44099,B037
M44100,B024
M44101,B029
M44102,B003
M44103,B038
M44104,B044
M44105,B025
M44106,B072
M44107,B027
M44108,B081
M44109,B090
M44110,B047
M44111,B039
M44112,B055
M44113,B092
M44114,B074
M44115,B086
M44116,B097
M44117,B097
M44118,B024
M44119,B083
M44120,B069
M44121,B066
M44122,B063
M44123,B024
M44124,B085
M44125,B024
M44126,B033
M44127,B042
M44128,B099
M44129,B091
M44130,B054
M44131,B056
M44132,B011
M44133,B078
M44134,B051
M44135,B073
M44136,B001
M44137,B041
M44138,B087
M44139,B012
M44140,B095
M44141,B085
M44142,B002
M44143,B007
M44144,B073
M44145,B065
M44146,B065
M44147,B097
M44148,B012
M44149,B019
M44150,B096
M44151,B073
M44152,B055
M44153,B089
M44154,B077
M44155,B078
M44156,B030
M44157,B026
M44158,B092
M44159,B024
M44160,B083
M44161,B097
M44162,B019
M44163,B028
M44164,B076
M44165,B012
M44166,B095
M44167,B037
M44168,B027
M44169,B079
M44170,B060
M44171,B024
M44172,B017
M44173,B028
M44174,B054
M44175,B007
M44176,B017
M44177,B088
M44178,B013
M44179,B087
M44180,B030
M44181,B022
M44182,B035
M44183,B066
M44184,B019
M44185,B043
M44186,B031
M44187,B080
M44188,B079
M44189,B029
M44190,B096
M44191,B078
M44192,B029
M44193,B001
M44194,B002
M44195,B083
M44196,B098
M44197,B014
M44198,B099
M44199,B098
M44200,B008
M44201,B090
M44202,B031
M44203,B033
M44204,B039
M44205,B043
M44206,B002
M44207,B043
M44208,B093
M44209,B081
M44210,B073
M44211,B069
M44212,B082
M44213,B027
M44214,B095
M44215,B074
M44216,B012
M44217,B014
M44218,B084
M44219,B075
M44220,B075
M44221,B088
M44222,B011
M44223,B082
M44224,B049
M44225,B095
M44226,B050
M44227,B010
M44228,B060
M44229,B001
M44230,B097
M44231,B046
M44232,B048
M44233,B015
M44234,B012
M44235,B098
M44236,B084
M44237,B040
M44238,B032
M44239,B079
M44240,B067
M44241,B030
M44242,B018
M44243,B003
M44244,B038
M44245,B096
M44246,B078
M44247,B046
M44248,B078
M44249,B059
M44250,B051
M44251,B073
M44252,B054
M44253,B023
M44254,B044
M44255,B046
M44256,B082
M44257,B007
M44258,B030
M44259,B026
M44260,B070
M44261,B093
M44262,B016
M44263,B004
M44264,B003
M44265,B061
M44266,B001
M44267,B074
M44268,B006
M44269,B079
M44270,B039
M44271,B100
M44272,B096
M44273,B088
M44274,B026
M44275,B010
M44276,B022
M44277,B019
M44278,B065
M44279,B097
M44280,B015
M44281,B037
M44282,B001
M44283,B050
M44284,B030
M44285,B063
M44286,B042
M44287,B009
M44288,B032
M44289,B008
M44290,B006
M44291,B098
M44292,B007
M44293,B087
M44294,B012
M44295,B007
M44296,B042
M44297,B019
M44298,B066
M44299,B055
M44300,B016
M44301,B015
M44302,B038
M44303,B067
M44304,B035
M44305,B094
M44306,B015
M44307,B062
M44308,B061
M44309,B012
M44310,B015
M44311,B021
M44312,B024
M44313,B082
M44314,B073
M44315,B067
M44316,B060
M44317,B079
M44318,B042
M44319,B009
M44320,B067
M44321,B055
M44322,B016
M44323,B037
M44324,B030
M44325,B091
M44326,B065
M44327,B005
M44328,B066
M44329,B027
M44330,B081
M44331,B053
M44332,B034
M44333,B023
M44334,B085
M44335,B068
M44336,B037
M44337,B057
M44338,B061
M44339,B064
M44340,B074
M44341,B008
M44342,B064
M44343,B090
M44344,B098
M44345,B064
M44346,B023
M44347,B051
M44348,B049
M44349,B061
M44350,B017
M44351,B049
M44352,B082
M44353,B022
M44354,B063
M44355,B072
M44356,B015
M44357,B014
M44358,B046
M44359,B059
M44360,B075
M44361,B022
M44362,B100
M44363,B005
M44364,B032
M44365,B096
M44366,B035
M44367,B075
M44368,B001
M44369,B070
M44370,B039
M44371,B059
M44372,B067
M44373,B051
M44374,B055
M44375,B016
M44376,B046
M44377,B074
M44378,B010
M44379,B056
M44380,B096
M44381,B019
M44382,B054
M44383,B081
M44384,B092
M44385,B055
M44386,B008
M44387,B008
M44388,B038
M44389,B084
M44390,B020
M44391,B057
M44392,B079
M44393,B095
M44394,B039
M44395,B072
M44396,B031
M44397,B064
M44398,B007
M44399,B043
M44400,B070
M44401,B052
M44402,B060
M44403,B065
M44404,B021
M44405,B093
M44406,B034
M44407,B052
M44408,B067
M44409,B074
M44410,B073
M44411,B049
M44412,B065
M44413,B087
M44414,B059
M44415,B069
M44416,B096
M44417,B009
M44418,B040
M44419,B007
M44420,B081
M44421,B021
M44422,B081
M44423,B041
M44424,B018
M44425,B076
M44426,B020
M44427,B059
M44428,B021
M44429,B067
M44430,B068
M44431,B026
M44432,B027
M44433,B036
M44434,B065
M44435,B008
M44436,B013
M44437,B099
M44438,B034
M44439,B079
M44440,B017
M44441,B070
M44442,B015
M44443,B083
M44444,B096
M44445,B019
M44446,B034
M44447,B012
M44448,B057
M44449,B031
M44450,B059
M44451,B016
M44452,B013
M44453,B005
M44454,B053
M44455,B021
M44456,B094
M44457,B003
M44458,B081
M44459,B095
M44460,B021
M44461,B012
M44462,B008
M44463,B049
M44464,B062
M44465,B098
M44466,B053
M44467,B003
M44468,B091
M44469,B007
M44470,B040
M44471,B077
M44472,B021
M44473,B024
M44474,B040
M44475,B075
M44476,B072
M44477,B009
M44478,B083
M44479,B064
M44480,B094
M44481,B100
M44482,B061
M44483,B079
M44484,B049
M44485,B014
M44486,B065
M44487,B080
M44488,B036
M44489,B078
M44490,B006
M44491,B062
M44492,B016
M44493,B077
M44494,B001
M44495,B085
M44496,B080
M44497,B092
M44498,B082
M44499,B008
M44500,B094
M44501,B083
M44502,B054
M44503,B039
M44504,B043
M44505,B003
M44506,B030
M44507,B080
M44508,B079
M44509,B024
M44510,B046
M44511,B016
M44512,B046
M44513,B097
M44514,B029
M44515,B061
M44516,B041
M44517,B019
M44518,B016
M44519,B016
M44520,B059
M44521,B042
M44522,B040
M44523,B052
M44524,B077
M44525,B093
M44526,B030
M44527,B017
M44528,B014
M44529,B003
M44530,B031
M44531,B050
M44532,B022
M44533,B096
M44534,B099
M44535,B078
M44536,B049
M44537,B073
M44538,B043
M44539,B004
M44540,B084
M44541,B086
M44542,B008
M44543,B069
M44544,B059
M44545,B073
M44546,B072
M44547,B060
M44548,B038
M44549,B019
M44550,B021
M44551,B065
M44552,B049
M44553,B024
M44554,B019
M44555,B048
M44556,B052
M44557,B057
M44558,B058
M44559,B077
M44560,B055
M44561,B080
M44562,B011
M44563,B071
M44564,B011
M44565,B030
M44566,B065
M44567,B026
M44568,B073
M44569,B034
M44570,B015
M44571,B018
M44572,B020
M44573,B001
M44574,B051
M44575,B010
M44576,B098
M44577,B099
M44578,B078
M44579,B035
M44580,B094
M44581,B037
M44582,B096
M44583,B064
M44584,B027
M44585,B017
M44586,B011
M44587,B057
M44588,B068
M44589,B029
M44590,B082
M44591,B059
M44592,B095
M44593,B057
M44594,B073
M44595,B062
M44596,B014
M44597,B065
M44598,B091
M44599,B079
M44600,B008
M44601,B072
M44602,B059
M44603,B100
M44604,B073
M44605,B075
M44606,B001
M44607,B085
M44608,B035
M44609,B029
M44610,B068
M44611,B027
M44612,B078
M44613,B050
M44614,B055
M44615,B098
M44616,B098
M44617,B085
M44618,B088
M44619,B061
M44620,B056
M44621,B003
M44622,B054
M44623,B083
M44624,B052
M44625,B100
M44626,B079
M44627,B005
M44628,B037
M44629,B005
M44630,B026
M44631,B002
M44632,B005
M44633,B060
M44634,B038
M44635,B066
M44636,B067
M44637,B091
M44638,B094
M44639,B059
M44640,B093
M44641,B006
M44642,B064
M44643,B047
M44644,B070
M44645,B081
M44646,B071
M44647,B099
M44648,B016
M44649,B051
M44650,B003
M44651,B010
M44652,B009
M44653,B052
M44654,B068
M44655,B006
M44656,B035
M44657,B008
M44658,B024
M44659,B085
M44660,B100
M44661,B088
M44662,B037
M44663,B023
M44664,B002
M44665,B012
M44666,B086
M44667,B014
M44668,B027
M44669,B080
M44670,B076
M44671,B038
M44672,B072
M44673,B063
M44674,B093
M44675,B029
M44676,B054
M44677,B017
M44678,B054
M44679,B090
M44680,B029
M44681,B043
M44682,B001
M44683,B023
M44684,B091
M44685,B049
M44686,B011
M44687,B011
M44688,B068
M44689,B053
M44690,B085
M44691,B033
M44692,B066
M44693,B081
M44694,B085
M44695,B057
M44696,B089
M44697,B010
M44698,B043
M44699,B023
M44700,B010
M44701,B011
M44702,B063
M44703,B011
M44704,B046
M44705,B095
M44706,B094
M44707,B079
M44708,B076
M44709,B011
M44710,B080
M44711,B091
M44712,B097
M44713,B072
M44714,B001
M44715,B037
M44716,B029
M44717,B036
M44718,B046
M44719,B080
M44720,B085
M44721,B083
M44722,B056
M44723,B010
M44724,B004
M44725,B026
M44726,B017
M44727,B037
M44728,B097
M44729,B066
M44730,B006
M44731,B017
M44732,B074
M44733,B015
M44734,B098
M44735,B044
M44736,B061
M44737,B100
M44738,B074
M44739,B044
M44740,B088
M44741,B018
M44742,B085
M44743,B075
M44744,B064
M44745,B047
M44746,B051
M44747,B050
M44748,B018
M44749,B060
M44750,B030
M44751,B060
M44752,B016
M44753,B027
M44754,B048
M44755,B100
M44756,B004
M44757,B084
M44758,B054
M44759,B062
M44760,B011
M44761,B014
M44762,B033
M44763,B047
M44764,B015
M44765,B066
M44766,B066
M44767,B007
M44768,B070
M44769,B009
M44770,B028
M44771,B087
M44772,B043
M44773,B087
M44774,B087
M44775,B097
M44776,B075
M44777,B001
M44778,B034
M44779,B041
M44780,B097
M44781,B051
M44782,B077
M44783,B026
M44784,B012
M44785,B038
M44786,B097
M44787,B015
M44788,B087
M44789,B062
M44790,B093
M44791,B099
M44792,B024
M44793,B057
M44794,B032
M44795,B026
M44796,B062
M44797,B052
M44798,B035
M44799,B045
M44800,B047
M44801,B086
M44802,B017
M44803,B072
M44804,B049
M44805,B037
M44806,B062
M44807,B011
M44808,B004
M44809,B048
M44810,B036
M44811,B019
M44812,B038
M44813,B025
M44814,B019
M44815,B018
M44816,B049
M44817,B100
M44818,B071
M44819,B083
M44820,B048
M44821,B032
M44822,B075
M44823,B003
M44824,B062
M44825,B039
M44826,B074
M44827,B051
M44828,B079
M44829,B039
M44830,B053
M44831,B032
M44832,B066
M44833,B018
M44834,B038
M44835,B067
M44836,B045
M44837,B086
M44838,B035
M44839,B002
M44840,B093
M44841,B007
M44842,B013
M44843,B065
M44844,B037
M44845,B039
M44846,B078
M44847,B030
M44848,B074
M44849,B007
M44850,B080
M44851,B051
M44852,B061
M44853,B089
M44854,B055
M44855,B044
M44856,B053
M44857,B057
M44858,B090
M44859,B019
M44860,B079
M44861,B054
M44862,B091
M44863,B030
M44864,B006
M44865,B052
M44866,B070
M44867,B083
M44868,B034
M44869,B023
M44870,B028
M44871,B034
M44872,B023
M44873,B066
M44874,B020
M44875,B090
M44876,B024
M44877,B020
M44878,B015
M44879,B018
M44880,B004
M44881,B041
M44882,B026
M44883,B018
M44884,B024
M44885,B008
M44886,B075
M44887,B094
M44888,B056
M44889,B068
M44890,B002
M44891,B094
M44892,B074
M44893,B072
M44894,B088
M44895,B088
M44896,B037
M44897,B042
M44898,B015
M44899,B006
M44900,B009
M44901,B007
M44902,B050
M44903,B086
M44904,B036
M44905,B021
M44906,B044
M44907,B008
M44908,B030
M44909,B041
M44910,B027
M44911,B088
M44912,B052
M44913,B014
M44914,B036
M44915,B100
M44916,B097
M44917,B100
M44918,B034
M44919,B004
M44920,B041
M44921,B032
M44922,B088
M44923,B079
M44924,B060
M44925,B093
M44926,B012
M44927,B046
M44928,B048
M44929,B095
M44930,B045
M44931,B041
M44932,B064
M44933,B046
M44934,B094
M44935,B018
M44936,B095
M44937,B009
M44938,B012
M44939,B028
M44940,B061
M44941,B045
M44942,B085
M44943,B051
M44944,B062
M44945,B052
M44946,B069
M44947,B064
M44948,B059
M44949,B039
M44950,B080
M44951,B019
M44952,B034
M44953,B013
M44954,B001
M44955,B052
M44956,B030
M44957,B056
M44958,B043
M44959,B096
M44960,B036
M44961,B017
M44962,B082
M44963,B099
M44964,B055
M44965,B100
M44966,B074
M44967,B033
M44968,B072
M44969,B042
M44970,B100
M44971,B084
M44972,B077
M44973,B025
M44974,B043
M44975,B037
M44976,B001
M44977,B005
M44978,B042
M44979,B081
M44980,B078
M44981,B071
M44982,B077
M44983,B019
M44984,B045
M44985,B069
M44986,B029
M44987,B001
M44988,B075
M44989,B018
M44990,B046
M44991,B068
M44992,B054
M44993,B050
M44994,B091
M44995,B061
M44996,B064
M44997,B001
M44998,B019
M44999,B036
M45000,B058
M45001,B024
M45002,B078
M45003,B048
M45004,B063
M45005,B024
M45006,B075
M45007,B091
M45008,B075
M45009,B015
M45010,B001
M45011,B092
M45012,B085
M45013,B083
M45014,B067
M45015,B078
M45016,B088
M45017,B091
M45018,B044
M45019,B070
M45020,B022
M45021,B062
M45022,B038
M45023,B075
M45024,B054
M45025,B082
M45026,B006
M45027,B049
M45028,B048
M45029,B017
M45030,B099
M45031,B084
M45032,B068
M45033,B078
M45034,B020
M45035,B083
M45036,B100
M45037,B033
M45038,B029
M45039,B077
M45040,B079
M45041,B020
M45042,B091
M45043,B022
M45044,B043
M45045,B076
M45046,B042
M45047,B042
M45048,B096
M45049,B013
M45050,B013
M45051,B001
M45052,B061
M45053,B048
M45054,B042
M45055,B062
M45056,B079
M45057,B057
M45058,B092
M45059,B056
M45060,B095
M45061,B081
M45062,B020
M45063,B050
M45064,B044
M45065,B059
M45066,B001
M45067,B091
M45068,B025
M45069,B082
M45070,B051
M45071,B016
M45072,B069
M45073,B053
M45074,B031
M45075,B061
M45076,B015
M45077,B032
M45078,B026
M45079,B099
M45080,B053
M45081,B053
M45082,B030
M45083,B004
M45084,B070
M45085,B093
M45086,B066
M45087,B020
M45088,B065
M45089,B076
M45090,B088
M45091,B025
M45092,B049
M45093,B064
M45094,B034
M45095,B021
M45096,B012
M45097,B047
M45098,B038
M45099,B064
M45100,B056
M45101,B098
M45102,B081
M45103,B067
M45104,B005
M45105,B085
M45106,B052
M45107,B071
M45108,B013
M45109,B067
M45110,B028
M45111,B026
M45112,B100
M45113,B064
M45114,B086
M45115,B035
M45116,B009
M45117,B039
M45118,B073
M45119,B017
M45120,B018
M45121,B094
M45122,B016
M45123,B077
M45124,B084
M45125,B097
M45126,B039
M45127,B062
M45128,B094
M45129,B056
M45130,B033
M45131,B025
M45132,B040
M45133,B033
M45134,B091
M45135,B003
M45136,B049
M45137,B028
M45138,B024
M45139,B047
M45140,B096
M45141,B036
M45142,B075
M45143,B027
M45144,B095
M45145,B075
M45146,B001
M45147,B043
M45148,B030
M45149,B080
M45150,B066
M45151,B002
M45152,B095
M45153,B007
M45154,B024
M45155,B092
M45156,B010
M45157,B051
M45158,B043
M45159,B034
M45160,B071
M45161,B093
M45162,B073
M45163,B090
M45164,B051
M45165,B016
M45166,B046
M45167,B013
M45168,B015
M45169,B028
M45170,B002
M45171,B083
M45172,B028
M45173,B096
M45174,B031
M45175,B042
M45176,B073
M45177,B056
M45178,B040
M45179,B044
M45180,B050
M45181,B089
M45182,B097
M45183,B063
M45184,B054
M45185,B023
M45186,B096
M45187,B035
M45188,B072
M45189,B042
M45190,B047
M45191,B034
M45192,B075
M45193,B061
M45194,B020
M45195,B037
M45196,B006
M45197,B013
M45198,B005
M45199,B085
M45200,B099
M45201,B008
M45202,B030
M45203,B091
M45204,B017
M45205,B072
M45206,B046
M45207,B036
M45208,B060
M45209,B020
M45210,B030
M45211,B068
M45212,B017
M45213,B026
M45214,B084
M45215,B043
M45216,B023
M45217,B076
M45218,B019
M45219,B010
M45220,B083
M45221,B092
M45222,B008
M45223,B023
M45224,B061
M45225,B097
M45226,B003
M45227,B011
M45228,B055
M45229,B081
M45230,B060
M45231,B073
M45232,B027
M45233,B021
M45234,B071
M45235,B090
M45236,B011
M45237,B100
M45238,B067
M45239,B039
M45240,B018
M45241,B088
M45242,B035
M45243,B064
M45244,B077
M45245,B049
M45246,B068
M45247,B067
M45248,B006
M45249,B089
M45250,B090
M45251,B033
M45252,B073
M45253,B030
M45254,B093
M45255,B026
M45256,B018
M45257,B040
M45258,B091
M45259,B023
M45260,B041
M45261,B021
M45262,B072
M45263,B054
M45264,B004
M45265,B042
M45266,B059
M45267,B062
M45268,B054
M45269,B045
M45270,B011
M45271,B068
M45272,B047
M45273,B020
M45274,B048
M45275,B090
M45276,B025
M45277,B024
M45278,B067
M45279,B011
M45280,B087
M45281,B026
M45282,B041
M45283,B065
M45284,B098
M45285,B003
M45286,B043
M45287,B061
M45288,B039
M45289,B069
M45290,B029
M45291,B070
M45292,B054
M45293,B094
M45294,B070
M45295,B032
M45296,B022
M45297,B031
M45298,B065
M45299,B099
M45300,B062
M45301,B062
M45302,B036
M45303,B032
M45304,B052
M45305,B084
M45306,B069
M45307,B042
M45308,B050
M45309,B031
M45310,B078
M45311,B045
M45312,B044
M45313,B027
M45314,B073
M45315,B083
M45316,B076
M45317,B090
M45318,B054
M45319,B054
M45320,B008
M45321,B094
M45322,B002
M45323,B051
M45324,B014
M45325,B017
M45326,B068
M45327,B021
M45328,B039
M45329,B080
M45330,B064
M45331,B078
M45332,B034
M45333,B008
M45334,B022
M45335,B083
M45336,B055
M45337,B035
M45338,B080
M45339,B018
M45340,B031
M45341,B055
M45342,B045
M45343,B078
M45344,B038
M45345,B032
M45346,B056
M45347,B009
M45348,B041
M45349,B004
M45350,B081
M45351,B016
M45352,B021
M45353,B095
M45354,B025
M45355,B005
M45356,B012
M45357,B095
M45358,B073
M45359,B045
M45360,B054
M45361,B097
M45362,B088
M45363,B083
M45364,B078
M45365,B080
M45366,B022
M45367,B013
M45368,B030
M45369,B015
M45370,B051
M45371,B074
M45372,B086
M45373,B031
M45374,B080
M45375,B097
M45376,B051
M45377,B006
M45378,B016
M45379,B022
M45380,B017
M45381,B049
M45382,B050
M45383,B090
M45384,B011
M45385,B053
M45386,B088
M45387,B028
M45388,B001
M45389,B097
M45390,B088
M45391,B077
M45392,B039
M45393,B041
M45394,B014
M45395,B064
M45396,B086
M45397,B073
M45398,B082
M45399,B025
M45400,B099
M45401,B039
M45402,B024
M45403,B092
M45404,B007
M45405,B038
M45406,B086
M45407,B009
M45408,B069
M45409,B005
M45410,B001
M45411,B044
M45412,B092
M45413,B035
M45414,B003
M45415,B020
M45416,B017
M45417,B028
M45418,B033
M45419,B052
M45420,B098
M45421,B052
M45422,B077
M45423,B022
M45424,B053
M45425,B089
M45426,B081
M45427,B064
M45428,B085
M45429,B092
M45430,B020
M45431,B024
M45432,B013
M45433,B090
M45434,B078
M45435,B061
M45436,B009
M45437,B096
M45438,B095
M45439,B046
M45440,B065
M45441,B016
M45442,B024
M45443,B043
M45444,B093
M45445,B031
M45446,B018
M45447,B073
M45448,B033
M45449,B033
M45450,B011
M45451,B031
M45452,B030
M45453,B033
M45454,B086
M45455,B041
M45456,B076
M45457,B035
M45458,B020
M45459,B018
M45460,B092
M45461,B075
M45462,B040
M45463,B037
M45464,B088
M45465,B044
M45466,B013
M45467,B024
M45468,B072
M45469,B092
M45470,B095
M45471,B009
M45472,B056
M45473,B030
M45474,B040
M45475,B004
M45476,B009
M45477,B095
M45478,B027
M45479,B039
M45480,B029
M45481,B028
M45482,B086
M45483,B013
M45484,B030
M45485,B066
M45486,B027
M45487,B074
M45488,B085
M45489,B036
M45490,B034
M45491,B094
M45492,B024
M45493,B061
M45494,B032
M45495,B075
M45496,B100
M45497,B090
M45498,B098
M45499,B022
M45500,B023
M45501,B030
M45502,B063
M45503,B095
M45504,B046
M45505,B053
M45506,B084
M45507,B019
M45508,B011
M45509,B001
M45510,B019
M45511,B090
M45512,B021
M45513,B092
M45514,B084
M45515,B006
M45516,B004
M45517,B082
M45518,B019
M45519,B082
M45520,B036
M45521,B064
M45522,B071
M45523,B038
M45524,B027
M45525,B097
M45526,B074
M45527,B047
M45528,B022
M45529,B005
M45530,B043
M45531,B038
M45532,B029
M45533,B007
M45534,B049
M45535,B064
M45536,B082
M45537,B090
M45538,B059
M45539,B093
M45540,B033
M45541,B002
M45542,B079
M45543,B099
M45544,B063
M45545,B085
M45546,B046
M45547,B091
M45548,B079
M45549,B063
M45550,B063
M45551,B071
M45552,B046
M45553,B015
M45554,B094
M45555,B040
M45556,B031
M45557,B039
M45558,B096
M45559,B094
M45560,B063
M45561,B062
M45562,B018
M45563,B021
M45564,B039
M45565,B025
M45566,B026
M45567,B035
M45568,B017
M45569,B036
M45570,B001
M45571,B021
M45572,B062
M45573,B068
M45574,B021
M45575,B098
M45576,B032
M45577,B008
M45578,B059
M45579,B013
M45580,B059
M45581,B067
M45582,B068
M45583,B014
M45584,B055
M45585,B060
M45586,B060
M45587,B034
M45588,B009
M45589,B013
M45590,B017
M45591,B015
M45592,B011
M45593,B044
M45594,B078
M45595,B083
M45596,B022
M45597,B071
M45598,B001
M45599,B058
M45600,B020
M45601,B080
M45602,B069
M45603,B044
M45604,B014
M45605,B074
M45606,B087
M45607,B073
M45608,B091
M45609,B043
M45610,B022
M45611,B090
M45612,B100
M45613,B034
M45614,B072
M45615,B036
M45616,B061
M45617,B063
M45618,B041
M45619,B017
M45620,B061
M45621,B038
M45622,B056
M45623,B028
M45624,B041
M45625,B009
M45626,B009
M45627,B031
M45628,B069
M45629,B010
M45630,B072
M45631,B088
M45632,B063
M45633,B050
M45634,B048
M45635,B012
M45636,B003
M45637,B041
M45638,B043
M45639,B022
M45640,B100
M45641,B016
M45642,B100
M45643,B032
M45644,B002
M45645,B001
M45646,B041
M45647,B024
M45648,B034
M45649,B098
M45650,B032
M45651,B033
M45652,B032
M45653,B084
M45654,B097
M45655,B065
M45656,B034
M45657,B046
M45658,B045
M45659,B077
M45660,B076
M45661,B088
M45662,B058
M45663,B093
M45664,B020
M45665,B028
M45666,B093
M45667,B008
M45668,B098
M45669,B011
M45670,B090
M45671,B072
M45672,B004
M45673,B021
M45674,B055
M45675,B023
M45676,B086
M45677,B005
M45678,B022
M45679,B070
M45680,B044
M45681,B057
M45682,B033
M45683,B063
M45684,B032
M45685,B078
M45686,B036
M45687,B049
M45688,B032
M45689,B041
M45690,B012
M45691,B006
M45692,B046
M45693,B059
M45694,B039
M45695,B068
M45696,B072
M45697,B084
M45698,B018
M45699,B051
M45700,B041
M45701,B028
M45702,B017
M45703,B048
M45704,B024
M45705,B046
M45706,B054
M45707,B001
M45708,B091
M45709,B014
M45710,B011
M45711,B047
M45712,B071
M45713,B086
M45714,B037
M45715,B044
M45716,B042
M45717,B086
M45718,B050
M45719,B021
M45720,B032
M45721,B096
M45722,B067
M45723,B043
M45724,B040
M45725,B025
M45726,B033
M45727,B021
M45728,B034
M45729,B024
M45730,B071
M45731,B099
M45732,B098
M45733,B010
M45734,B062
M45735,B008
M45736,B027
M45737,B004
M45738,B052
M45739,B066
M45740,B032
M45741,B015
M45742,B011
M45743,B023
M45744,B092
M45745,B069
M45746,B088
M45747,B067
M45748,B012
M45749,B076
M45750,B002
M45751,B008
M45752,B069
M45753,B030
M45754,B006
M45755,B058
M45756,B094
M45757,B074
M45758,B075
M45759,B073
M45760,B089
M45761,B022
M45762,B061
M45763,B056
M45764,B029
M45765,B001
M45766,B084
M45767,B006
M45768,B025
M45769,B033
M45770,B003
M45771,B012
M45772,B091
M45773,B019
M45774,B008
M45775,B049
M45776,B053
M45777,B073
M45778,B026
M45779,B030
M45780,B065
M45781,B082
M45782,B058
M45783,B060
M45784,B008
M45785,B052
M45786,B034
M45787,B054
M45788,B002
M45789,B100
M45790,B029
M45791,B011
M45792,B002
M45793,B029
M45794,B065
M45795,B087
M45796,B098
M45797,B001
M45798,B044
M45799,B020
M45800,B058
M45801,B094
M45802,B023
M45803,B060
M45804,B055
M45805,B010
M45806,B061
M45807,B022
M45808,B036
M45809,B097
M45810,B002
M45811,B053
M45812,B015
M45813,B064
M45814,B017
M45815,B058
M45816,B057
M45817,B083
M45818,B072
M45819,B013
M45820,B091
M45821,B018
M45822,B019
M45823,B067
M45824,B013
M45825,B044
M45826,B092
M45827,B048
M45828,B046
M45829,B088
M45830,B019
M45831,B087
M45832,B093
M45833,B020
M45834,B099
M45835,B051
M45836,B002
M45837,B074
M45838,B001
M45839,B042
M45840,B019
M45841,B066
M45842,B079
M45843,B048
M45844,B051
M45845,B084
M45846,B026
M45847,B031
M45848,B032
M45849,B054
M45850,B055
M45851,B064
M45852,B085
M45853,B047
M45854,B056
M45855,B048
M45856,B021
M45857,B079
M45858,B063
M45859,B066
M45860,B067
M45861,B036
M45862,B054
M45863,B034
M45864,B088
M45865,B022
M45866,B065
M45867,B074
M45868,B088
M45869,B040
M45870,B037
M45871,B076
M45872,B007
M45873,B013
M45874,B100
M45875,B007
M45876,B018
M45877,B096
M45878,B007
M45879,B038
M45880,B098
M45881,B047
M45882,B096
M45883,B044
M45884,B070
M45885,B047
M45886,B046
M45887,B020
M45888,B092
M45889,B058
M45890,B082
M45891,B071
M45892,B046
M45893,B003
M45894,B055
M45895,B010
M45896,B025
M45897,B100
M45898,B014
M45899,B092
M45900,B086
M45901,B030
M45902,B063
M45903,B087
M45904,B100
M45905,B079
M45906,B078
M45907,B068
M45908,B044
M45909,B033
M45910,B064
M45911,B030
M45912,B028
M45913,B025
M45914,B025
M45915,B037
M45916,B059
M45917,B019
M45918,B039
M45919,B069
M45920,B027
M45921,B025
M45922,B002
M45923,B068
M45924,B068
M45925,B053
M45926,B061
M45927,B058
M45928,B072
M45929,B055
M45930,B048
M45931,B042
M45932,B019
M45933,B024
M45934,B042
M45935,B021
M45936,B096
M45937,B080
M45938,B020
M45939,B025
M45940,B042
M45941,B086
M45942,B055
M45943,B086
M45944,B070
M45945,B040
M45946,B051
M45947,B047
M45948,B020
M45949,B097
M45950,B080
M45951,B004
M45952,B037
M45953,B037
M45954,B026
M45955,B001
M45956,B065
M45957,B040
M45958,B077
M45959,B079
M45960,B086
M45961,B063
M45962,B016
M45963,B077
M45964,B063
M45965,B033
M45966,B028
M45967,B067
M45968,B070
M45969,B080
M45970,B081
M45971,B021
M45972,B025
M45973,B062
M45974,B015
M45975,B005
M45976,B070
M45977,B019
M45978,B077
M45979,B026
M45980,B003
M45981,B053
M45982,B064
M45983,B054
M45984,B024
M45985,B041
M45986,B005
M45987,B060
M45988,B062
M45989,B057
M45990,B100
M45991,B048
M45992,B095
M45993,B016
M45994,B049
M45995,B045
M45996,B099
M45997,B064
M45998,B050
M45999,B085
M46000,B069
M46001,B013
M46002,B054
M46003,B020
M46004,B021
M46005,B070
M46006,B088
M46007,B023
M46008,B030
M46009,B076
M46010,B035
M46011,B076
M46012,B085
M46013,B027
M46014,B045
M46015,B056
M46016,B033
M46017,B009
M46018,B074
M46019,B034
M46020,B081
M46021,B059
M46022,B047
M46023,B071
M46024,B034
M46025,B031
M46026,B070
M46027,B045
M46028,B073
M46029,B031
M46030,B070
M46031,B058
M46032,B074
M46033,B001
M46034,B049
M46035,B016
M46036,B075
M46037,B021
M46038,B028
M46039,B034
M46040,B022
M46041,B019
M46042,B050
M46043,B083
M46044,B011
M46045,B033
M46046,B020
M46047,B042
M46048,B011
M46049,B022
M46050,B038
M46051,B096
M46052,B086
M46053,B012
M46054,B050
M46055,B077
M46056,B041
M46057,B097
M46058,B044
M46059,B070
M46060,B007
M46061,B025
M46062,B099
M46063,B094
M46064,B015
M46065,B078
M46066,B075
M46067,B025
M46068,B095
M46069,B005
M46070,B063
M46071,B016
M46072,B083
M46073,B056
M46074,B015
M46075,B006
M46076,B018
M46077,B039
M46078,B032
M46079,B001
M46080,B079
M46081,B056
M46082,B050
M46083,B060
M46084,B073
M46085,B071
M46086,B014
M46087,B062
M46088,B067
