doc_id,officer_id
D052959,C0050
D052960,C0254
D052961,C0284
D052962,C0295
D052963,C0391
D052964,C0470
D052965,C0044
D052966,C0478
D052967,C0250
D052968,C0203
D052969,C0293
D052970,C0136
D052971,C0449
D052972,C0247
D052973,C0268
D052974,C0034
D052975,C0234
D052976,C0020
D052977,C0284
D052978,C0259
D052979,C0069
D052980,C0245
D052981,C0059
D052982,C0333
D052983,C0195
D052984,C0193
D052985,C0068
D052986,C0110
D052987,C0058
D052988,C0210
D052989,C0349
D052990,C0140
D052991,C0302
D052992,C0136
D052993,C0284
D052994,C0043
D052995,C0321
D052996,C0182
D052997,C0289
D052998,C0042
D052999,C0071
D053000,C0021
D053001,C0214
D053002,C0314
D053003,C0024
D053004,C0013
D053005,C0198
D053006,C0472
D053007,C0404
D053008,C0175
D053009,C0054
D053010,C0057
D053011,C0268
D053012,C0256
D053013,C0247
D053014,C0378
D053015,C0364
D053016,C0121
D053017,C0478
D053018,C0261
D053019,C0107
D053020,C0457
D053021,C0250
D053022,C0001
D053023,C0173
D053024,C0068
D053025,C0159
D053026,C0367
D053027,C0033
D053028,C0393
D053029,C0407
D053030,C0411
D053031,C0138
D053032,C0008
D053033,C0479
D053034,C0275
D053035,C0388
D053036,C0024
D053037,C0305
D053038,C0284
D053039,C0225
D053040,C0159
D053041,C0299
D053042,C0150
D053043,C0314
D053044,C0364
D053045,C0392
D053046,C0234
D053047,C0194
D053048,C0298
D053049,C0382
D053050,C0010
D053051,C0109
D053052,C0302
D053053,C0256
D053054,C0022
D053055,C0448
D053056,C0055
D053057,C0405
D053058,C0455
D053059,C0440
D053060,C0111
D053061,C0383
D053062,C0082
D053063,C0253
D053064,C0379
D053065,C0305
D053066,C0478
D053067,C0193
D053068,C0064
D053069,C0490
D053070,C0184
D053071,C0449
D053072,C0269
D053073,C0300
D053074,C0213
D053075,C0126
D053076,C0237
D053077,C0314
D053078,C0214
D053079,C0443
D053080,C0041
D053081,C0191
D053082,C0056
D053083,C0276
D053084,C0311
D053085,C0331
D053086,C0065
D053087,C0035
D053088,C0001
D053089,C0457
D053090,C0036
D053091,C0268
D053092,C0414
D053093,C0428
D053094,C0331
D053095,C0152
D053096,C0347
D053097,C0378
D053098,C0046
D053099,C0091
D053100,C0372
D053101,C0154
D053102,C0343
D053103,C0238
D053104,C0244
D053105,C0108
D053106,C0270
D053107,C0344
D053108,C0003
D053109,C0258
D053110,C0318
D053111,C0202
D053112,C0305
D053113,C0395
D053114,C0074
D053115,C0366
D053116,C0147
D053117,C0388
D053118,C0175
D053119,C0480
D053120,C0397
D053121,C0149
D053122,C0190
D053123,C0107
D053124,C0474
D053125,C0474
D053126,C0019
D053127,C0497
D053128,C0489
D053129,C0243
D053130,C0378
D053131,C0229
D053132,C0471
D053133,C0277
D053134,C0213
D053135,C0385
D053136,C0360
D053137,C0217
D053138,C0420
D053139,C0171
D053140,C0243
D053141,C0480
D053142,C0351
D053143,C0040
D053144,C0340
D053145,C0174
D053146,C0440
D053147,C0012
D053148,C0183
D053149,C0134
D053150,C0316
D053151,C0143
D053152,C0362
D053153,C0032
D053154,C0408
D053155,C0089
D053156,C0109
D053157,C0198
D053158,C0195
D053159,C0123
D053160,C0228
D053161,C0212
D053162,C0356
D053163,C0254
D053164,C0190
D053165,C0124
D053166,C0011
D053167,C0353
D053168,C0244
D053169,C0242
D053170,C0375
D053171,C0208
D053172,C0068
D053173,C0152
D053174,C0013
D053175,C0120
D053176,C0476
D053177,C0100
D053178,C0005
D053179,C0159
D053180,C0218
D053181,C0376
D053182,C0431
D053183,C0119
D053184,C0233
D053185,C0390
D053186,C0164
D053187,C0141
D053188,C0158
D053189,C0496
D053190,C0243
D053191,C0500
D053192,C0065
D053193,C0428
D053194,C0087
D053195,C0244
D053196,C0049
D053197,C0326
D053198,C0097
D053199,C0391
D053200,C0301
D053201,C0278
D053202,C0216
D053203,C0323
D053204,C0470
D053205,C0467
D053206,C0446
D053207,C0436
D053208,C0235
D053209,C0282
D053210,C0397
D053211,C0419
D053212,C0034
D053213,C0255
D053214,C0498
D053215,C0052
D053216,C0264
D053217,C0422
D053218,C0226
D053219,C0088
D053220,C0111
D053221,C0077
D053222,C0373
D053223,C0233
D053224,C0241
D053225,C0016
D053226,C0155
D053227,C0161
D053228,C0094
D053229,C0350
D053230,C0056
D053231,C0180
D053232,C0077
D053233,C0326
D053234,C0192
D053235,C0018
D053236,C0377
D053237,C0219
D053238,C0015
D053239,C0446
D053240,C0225
D053241,C0190
D053242,C0400
D053243,C0435
D053244,C0481
D053245,C0096
D053246,C0414
D053247,C0316
D053248,C0299
D053249,C0251
D053250,C0381
D053251,C0189
D053252,C0272
D053253,C0046
D053254,C0446
D053255,C0133
D053256,C0069
D053257,C0385
D053258,C0262
D053259,C0312
D053260,C0467
D053261,C0094
D053262,C0488
D053263,C0299
D053264,C0471
D053265,C0485
D053266,C0332
D053267,C0084
D053268,C0086
D053269,C0249
D053270,C0062
D053271,C0045
D053272,C0411
D053273,C0435
D053274,C0427
D053275,C0224
D053276,C0166
D053277,C0319
D053278,C0075
D053279,C0288
D053280,C0128
D053281,C0182
D053282,C0102
D053283,C0147
D053284,C0470
D053285,C0161
D053286,C0010
D053287,C0485
D053288,C0374
D053289,C0398
D053290,C0084
D053291,C0221
D053292,C0252
D053293,C0273
D053294,C0090
D053295,C0328
D053296,C0273
D053297,C0287
D053298,C0273
D053299,C0055
D053300,C0348
D053301,C0039
D053302,C0378
D053303,C0062
D053304,C0150
D053305,C0423
D053306,C0409
D053307,C0432
D053308,C0088
D053309,C0212
D053310,C0276
D053311,C0168
D053312,C0158
D053313,C0141
D053314,C0305
D053315,C0327
D053316,C0061
D053317,C0063
D053318,C0049
D053319,C0123
D053320,C0015
D053321,C0353
D053322,C0359
D053323,C0148
D053324,C0237
D053325,C0255
D053326,C0483
D053327,C0204
D053328,C0230
D053329,C0385
D053330,C0115
D053331,C0462
D053332,C0150
D053333,C0008
D053334,C0195
D053335,C0062
D053336,C0433
D053337,C0471
D053338,C0122
D053339,C0317
D053340,C0411
D053341,C0154
D053342,C0109
D053343,C0176
D053344,C0443
D053345,C0236
D053346,C0175
D053347,C0493
D053348,C0423
D053349,C0035
D053350,C0023
D053351,C0368
D053352,C0190
D053353,C0123
D053354,C0232
D053355,C0312
D053356,C0187
D053357,C0216
D053358,C0221
D053359,C0267
D053360,C0270
D053361,C0326
D053362,C0435
D053363,C0356
D053364,C0458
D053365,C0012
D053366,C0262
D053367,C0326
D053368,C0204
D053369,C0078
D053370,C0398
D053371,C0452
D053372,C0208
D053373,C0230
D053374,C0062
D053375,C0255
D053376,C0380
D053377,C0247
D053378,C0243
D053379,C0122
D053380,C0303
D053381,C0113
D053382,C0163
D053383,C0296
D053384,C0487
D053385,C0329
D053386,C0143
D053387,C0027
D053388,C0169
D053389,C0008
D053390,C0361
D053391,C0482
D053392,C0291
D053393,C0435
D053394,C0204
D053395,C0010
D053396,C0272
D053397,C0373
D053398,C0349
D053399,C0051
D053400,C0347
D053401,C0450
D053402,C0009
D053403,C0138
D053404,C0477
D053405,C0145
D053406,C0293
D053407,C0102
D053408,C0448
D053409,C0110
D053410,C0001
D053411,C0177
D053412,C0183
D053413,C0289
D053414,C0072
D053415,C0163
D053416,C0238
D053417,C0009
D053418,C0128
D053419,C0220
D053420,C0218
D053421,C0024
D053422,C0354
D053423,C0213
D053424,C0013
D053425,C0023
D053426,C0479
D053427,C0028
D053428,C0409
D053429,C0180
D053430,C0104
D053431,C0369
D053432,C0271
D053433,C0448
D053434,C0050
D053435,C0373
D053436,C0348
D053437,C0252
D053438,C0421
D053439,C0226
D053440,C0217
D053441,C0455
D053442,C0375
D053443,C0387
D053444,C0394
D053445,C0470
D053446,C0483
D053447,C0102
D053448,C0360
D053449,C0167
D053450,C0484
D053451,C0399
D053452,C0464
D053453,C0024
D053454,C0058
D053455,C0405
D053456,C0018
D053457,C0474
D053458,C0391
D053459,C0456
D053460,C0426
D053461,C0423
D053462,C0453
D053463,C0045
D053464,C0329
D053465,C0090
D053466,C0419
D053467,C0172
D053468,C0071
D053469,C0219
D053470,C0360
D053471,C0105
D053472,C0339
D053473,C0001
D053474,C0164
D053475,C0197
D053476,C0312
D053477,C0093
D053478,C0339
D053479,C0422
D053480,C0489
D053481,C0491
D053482,C0035
D053483,C0492
D053484,C0286
D053485,C0315
D053486,C0447
D053487,C0293
D053488,C0094
D053489,C0430
D053490,C0224
D053491,C0040
D053492,C0085
D053493,C0099
D053494,C0433
D053495,C0234
D053496,C0017
D053497,C0242
D053498,C0030
D053499,C0302
D053500,C0426
D053501,C0427
D053502,C0159
D053503,C0139
D053504,C0408
D053505,C0144
D053506,C0386
D053507,C0274
D053508,C0420
D053509,C0018
D053510,C0105
D053511,C0216
D053512,C0313
D053513,C0376
D053514,C0135
D053515,C0166
D053516,C0013
D053517,C0187
D053518,C0412
D053519,C0149
D053520,C0196
D053521,C0314
D053522,C0067
D053523,C0130
D053524,C0346
D053525,C0292
D053526,C0229
D053527,C0200
D053528,C0021
D053529,C0351
D053530,C0496
D053531,C0350
D053532,C0499
D053533,C0211
D053534,C0404
D053535,C0028
D053536,C0151
D053537,C0092
D053538,C0430
D053539,C0298
D053540,C0183
D053541,C0159
D053542,C0433
D053543,C0426
D053544,C0144
D053545,C0227
D053546,C0020
D053547,C0401
D053548,C0489
D053549,C0475
D053550,C0158
D053551,C0231
D053552,C0035
D053553,C0307
D053554,C0467
D053555,C0023
D053556,C0496
D053557,C0496
D053558,C0424
D053559,C0132
D053560,C0358
D053561,C0249
D053562,C0327
D053563,C0345
D053564,C0111
D053565,C0079
D053566,C0393
D053567,C0117
D053568,C0497
D053569,C0239
D053570,C0046
D053571,C0176
D053572,C0334
D053573,C0077
D053574,C0313
D053575,C0335
D053576,C0300
D053577,C0082
D053578,C0181
D053579,C0253
D053580,C0059
D053581,C0125
D053582,C0325
D053583,C0268
D053584,C0002
D053585,C0485
D053586,C0391
D053587,C0128
D053588,C0019
D053589,C0334
D053590,C0101
D053591,C0481
D053592,C0144
D053593,C0100
D053594,C0078
D053595,C0460
D053596,C0278
D053597,C0198
D053598,C0209
D053599,C0220
D053600,C0419
D053601,C0411
D053602,C0148
D053603,C0053
D053604,C0357
D053605,C0089
D053606,C0315
D053607,C0102
D053608,C0369
D053609,C0494
D053610,C0060
D053611,C0156
D053612,C0317
D053613,C0048
D053614,C0246
D053615,C0052
D053616,C0026
D053617,C0400
D053618,C0434
D053619,C0086
D053620,C0222
D053621,C0289
D053622,C0212
D053623,C0184
D053624,C0483
D053625,C0410
D053626,C0353
D053627,C0211
D053628,C0422
D053629,C0066
D053630,C0004
D053631,C0369
D053632,C0488
D053633,C0306
D053634,C0081
D053635,C0476
D053636,C0104
D053637,C0461
D053638,C0062
D053639,C0203
D053640,C0337
D053641,C0474
D053642,C0398
D053643,C0252
D053644,C0145
D053645,C0285
D053646,C0190
D053647,C0478
D053648,C0444
D053649,C0358
D053650,C0148
D053651,C0392
D053652,C0090
D053653,C0031
D053654,C0153
D053655,C0465
D053656,C0147
D053657,C0363
D053658,C0075
D053659,C0235
D053660,C0315
D053661,C0400
D053662,C0188
D053663,C0418
D053664,C0267
D053665,C0145
D053666,C0164
D053667,C0476
D053668,C0248
D053669,C0340
D053670,C0454
D053671,C0350
D053672,C0500
D053673,C0264
D053674,C0043
D053675,C0228
D053676,C0460
D053677,C0466
D053678,C0483
D053679,C0080
D053680,C0246
D053681,C0007
D053682,C0040
D053683,C0181
D053684,C0245
D053685,C0315
D053686,C0143
D053687,C0025
D053688,C0216
D053689,C0376
D053690,C0214
D053691,C0105
D053692,C0222
D053693,C0474
D053694,C0437
D053695,C0371
D053696,C0093
D053697,C0266
D053698,C0408
D053699,C0487
D053700,C0218
D053701,C0024
D053702,C0083
D053703,C0014
D053704,C0369
D053705,C0286
D053706,C0319
D053707,C0011
D053708,C0026
D053709,C0372
D053710,C0011
D053711,C0393
D053712,C0180
D053713,C0447
D053714,C0158
D053715,C0368
D053716,C0447
D053717,C0106
D053718,C0066
D053719,C0405
D053720,C0200
D053721,C0117
D053722,C0249
D053723,C0023
D053724,C0257
D053725,C0359
D053726,C0161
D053727,C0052
D053728,C0267
D053729,C0065
D053730,C0388
D053731,C0038
D053732,C0276
D053733,C0352
D053734,C0473
D053735,C0017
D053736,C0461
D053737,C0314
D053738,C0318
D053739,C0472
D053740,C0277
D053741,C0381
D053742,C0237
D053743,C0468
D053744,C0264
D053745,C0085
D053746,C0266
D053747,C0379
D053748,C0271
D053749,C0400
D053750,C0222
D053751,C0303
D053752,C0315
D053753,C0477
D053754,C0389
D053755,C0328
D053756,C0274
D053757,C0459
D053758,C0169
D053759,C0219
D053760,C0213
D053761,C0308
D053762,C0333
D053763,C0332
D053764,C0052
D053765,C0233
D053766,C0273
D053767,C0442
D053768,C0487
D053769,C0194
D053770,C0251
D053771,C0164
D053772,C0265
D053773,C0407
D053774,C0385
D053775,C0300
D053776,C0058
D053777,C0071
D053778,C0457
D053779,C0101
D053780,C0472
D053781,C0375
D053782,C0457
D053783,C0250
D053784,C0243
D053785,C0434
D053786,C0393
D053787,C0174
D053788,C0182
D053789,C0203
D053790,C0465
D053791,C0361
D053792,C0188
D053793,C0475
D053794,C0323
D053795,C0135
D053796,C0224
D053797,C0156
D053798,C0319
D053799,C0247
D053800,C0022
D053801,C0285
D053802,C0001
D053803,C0442
D053804,C0237
D053805,C0307
D053806,C0016
D053807,C0001
D053808,C0259
D053809,C0300
D053810,C0048
D053811,C0447
D053812,C0018
D053813,C0149
D053814,C0083
D053815,C0181
D053816,C0113
D053817,C0216
D053818,C0431
D053819,C0092
D053820,C0035
D053821,C0143
D053822,C0191
D053823,C0423
D053824,C0441
D053825,C0089
D053826,C0126
D053827,C0167
D053828,C0364
D053829,C0456
D053830,C0417
D053831,C0107
D053832,C0406
D053833,C0353
D053834,C0394
D053835,C0432
D053836,C0258
D053837,C0318
D053838,C0370
D053839,C0329
D053840,C0403
D053841,C0189
D053842,C0246
D053843,C0006
D053844,C0137
D053845,C0176
D053846,C0030
D053847,C0364
D053848,C0263
D053849,C0216
D053850,C0137
D053851,C0322
D053852,C0047
D053853,C0131
D053854,C0345
D053855,C0267
D053856,C0352
D053857,C0416
D053858,C0105
D053859,C0238
D053860,C0454
D053861,C0127
D053862,C0012
D053863,C0155
D053864,C0446
D053865,C0057
D053866,C0478
D053867,C0235
D053868,C0487
D053869,C0362
D053870,C0038
D053871,C0027
D053872,C0036
D053873,C0302
D053874,C0391
D053875,C0221
D053876,C0252
D053877,C0321
D053878,C0479
D053879,C0034
D053880,C0066
D053881,C0118
D053882,C0132
D053883,C0172
D053884,C0392
D053885,C0205
D053886,C0043
D053887,C0230
D053888,C0168
D053889,C0346
D053890,C0160
D053891,C0203
D053892,C0369
D053893,C0468
D053894,C0159
D053895,C0294
D053896,C0086
D053897,C0094
D053898,C0482
D053899,C0491
D053900,C0094
D053901,C0034
D053902,C0334
D053903,C0384
D053904,C0321
D053905,C0192
D053906,C0285
D053907,C0078
D053908,C0324
D053909,C0001
D053910,C0236
D053911,C0075
D053912,C0306
D053913,C0290
D053914,C0473
D053915,C0107
D053916,C0338
D053917,C0476
D053918,C0008
D053919,C0445
D053920,C0162
D053921,C0101
D053922,C0227
D053923,C0322
D053924,C0359
D053925,C0441
D053926,C0272
D053927,C0356
D053928,C0115
D053929,C0186
D053930,C0472
D053931,C0411
D053932,C0423
D053933,C0096
D053934,C0280
D053935,C0294
D053936,C0411
D053937,C0124
D053938,C0432
D053939,C0208
D053940,C0489
D053941,C0001
D053942,C0227
D053943,C0179
D053944,C0077
D053945,C0123
D053946,C0304
D053947,C0404
D053948,C0305
D053949,C0109
D053950,C0154
D053951,C0140
D053952,C0102
D053953,C0065
D053954,C0447
D053955,C0039
D053956,C0434
D053957,C0317
D053958,C0176
D053959,C0358
D053960,C0147
D053961,C0421
D053962,C0442
D053963,C0350
D053964,C0489
D053965,C0039
D053966,C0043
D053967,C0437
D053968,C0076
D053969,C0195
D053970,C0306
D053971,C0258
D053972,C0458
D053973,C0114
D053974,C0380
D053975,C0163
D053976,C0221
D053977,C0053
D053978,C0128
D053979,C0078
D053980,C0101
D053981,C0044
D053982,C0190
D053983,C0071
D053984,C0108
D053985,C0339
D053986,C0256
D053987,C0420
D053988,C0490
D053989,C0417
D053990,C0308
D053991,C0111
D053992,C0062
D053993,C0322
D053994,C0083
D053995,C0406
D053996,C0265
D053997,C0357
D053998,C0386
D053999,C0337
D054000,C0405
D054001,C0154
D054002,C0194
D054003,C0476
D054004,C0034
D054005,C0136
D054006,C0343
D054007,C0439
D054008,C0426
D054009,C0101
D054010,C0356
D054011,C0435
D054012,C0473
D054013,C0101
D054014,C0462
D054015,C0290
D054016,C0044
D054017,C0135
D054018,C0117
D054019,C0217
D054020,C0046
D054021,C0366
D054022,C0250
D054023,C0225
D054024,C0153
D054025,C0219
D054026,C0183
D054027,C0196
D054028,C0029
D054029,C0052
D054030,C0369
D054031,C0160
D054032,C0321
D054033,C0061
D054034,C0092
D054035,C0388
D054036,C0202
D054037,C0101
D054038,C0117
D054039,C0158
D054040,C0256
D054041,C0414
D054042,C0315
D054043,C0148
D054044,C0413
D054045,C0470
D054046,C0359
D054047,C0189
D054048,C0192
D054049,C0132
D054050,C0084
D054051,C0437
D054052,C0346
D054053,C0098
D054054,C0435
D054055,C0392
D054056,C0028
D054057,C0335
D054058,C0038
D054059,C0136
D054060,C0139
D054061,C0128
D054062,C0076
D054063,C0485
D054064,C0267
D054065,C0107
D054066,C0005
D054067,C0094
D054068,C0027
D054069,C0008
D054070,C0460
D054071,C0159
D054072,C0462
D054073,C0005
D054074,C0099
D054075,C0417
D054076,C0203
D054077,C0353
D054078,C0137
D054079,C0415
D054080,C0071
D054081,C0224
D054082,C0486
D054083,C0358
D054084,C0060
D054085,C0253
D054086,C0074
D054087,C0320
D054088,C0391
D054089,C0211
D054090,C0379
D054091,C0279
D054092,C0216
D054093,C0147
D054094,C0276
D054095,C0042
D054096,C0092
D054097,C0282
D054098,C0439
D054099,C0456
D054100,C0319
D054101,C0377
D054102,C0415
D054103,C0028
D054104,C0291
D054105,C0240
D054106,C0028
D054107,C0327
D054108,C0415
D054109,C0324
D054110,C0436
D054111,C0363
D054112,C0243
D054113,C0241
D054114,C0423
D054115,C0272
D054116,C0460
D054117,C0239
D054118,C0159
D054119,C0448
D054120,C0327
D054121,C0072
D054122,C0185
D054123,C0280
D054124,C0046
D054125,C0473
D054126,C0001
D054127,C0499
D054128,C0451
D054129,C0359
D054130,C0386
D054131,C0283
D054132,C0099
D054133,C0386
D054134,C0158
D054135,C0224
D054136,C0197
D054137,C0010
D054138,C0170
D054139,C0100
D054140,C0365
D054141,C0221
D054142,C0388
D054143,C0086
D054144,C0073
D054145,C0137
D054146,C0169
D054147,C0336
D054148,C0031
D054149,C0037
D054150,C0283
D054151,C0181
D054152,C0294
D054153,C0299
D054154,C0453
D054155,C0162
D054156,C0447
D054157,C0440
D054158,C0401
D054159,C0257
D054160,C0184
D054161,C0014
D054162,C0112
D054163,C0389
D054164,C0387
D054165,C0352
D054166,C0095
D054167,C0079
D054168,C0467
D054169,C0415
D054170,C0031
D054171,C0359
D054172,C0139
D054173,C0198
D054174,C0265
D054175,C0299
D054176,C0286
D054177,C0060
D054178,C0154
D054179,C0322
D054180,C0254
D054181,C0017
D054182,C0377
D054183,C0429
D054184,C0233
D054185,C0089
D054186,C0472
D054187,C0337
D054188,C0222
D054189,C0072
D054190,C0111
D054191,C0194
D054192,C0176
D054193,C0020
D054194,C0009
D054195,C0465
D054196,C0079
D054197,C0302
D054198,C0332
D054199,C0486
D054200,C0102
D054201,C0209
D054202,C0429
D054203,C0225
D054204,C0006
D054205,C0197
D054206,C0324
D054207,C0483
D054208,C0161
D054209,C0475
D054210,C0420
D054211,C0498
D054212,C0481
D054213,C0112
D054214,C0032
D054215,C0330
D054216,C0263
D054217,C0484
D054218,C0309
D054219,C0014
D054220,C0257
D054221,C0158
D054222,C0267
D054223,C0040
D054224,C0389
D054225,C0229
D054226,C0106
D054227,C0149
D054228,C0265
D054229,C0037
D054230,C0373
D054231,C0085
D054232,C0445
D054233,C0415
D054234,C0088
D054235,C0293
D054236,C0270
D054237,C0225
D054238,C0177
D054239,C0107
D054240,C0129
D054241,C0421
D054242,C0216
D054243,C0075
D054244,C0252
D054245,C0264
D054246,C0323
D054247,C0174
D054248,C0223
D054249,C0013
D054250,C0276
D054251,C0158
D054252,C0420
D054253,C0439
D054254,C0365
D054255,C0086
D054256,C0262
D054257,C0210
D054258,C0399
D054259,C0310
D054260,C0147
D054261,C0102
D054262,C0096
D054263,C0246
D054264,C0493
D054265,C0225
D054266,C0313
D054267,C0486
D054268,C0134
D054269,C0273
D054270,C0234
D054271,C0015
D054272,C0351
D054273,C0460
D054274,C0195
D054275,C0412
D054276,C0192
D054277,C0391
D054278,C0095
D054279,C0010
D054280,C0204
D054281,C0143
D054282,C0388
D054283,C0004
D054284,C0390
D054285,C0022
D054286,C0235
D054287,C0338
D054288,C0080
D054289,C0054
D054290,C0350
D054291,C0194
D054292,C0173
D054293,C0374
D054294,C0226
D054295,C0192
D054296,C0090
D054297,C0487
D054298,C0396
D054299,C0187
D054300,C0443
D054301,C0033
D054302,C0167
D054303,C0207
D054304,C0196
D054305,C0352
D054306,C0047
D054307,C0241
D054308,C0374
D054309,C0288
D054310,C0177
D054311,C0088
D054312,C0052
D054313,C0059
D054314,C0254
D054315,C0239
D054316,C0013
D054317,C0100
D054318,C0006
D054319,C0240
D054320,C0069
D054321,C0205
D054322,C0400
D054323,C0367
D054324,C0009
D054325,C0422
D054326,C0476
D054327,C0110
D054328,C0236
D054329,C0054
D054330,C0147
D054331,C0163
D054332,C0088
D054333,C0052
D054334,C0418
D054335,C0073
D054336,C0023
D054337,C0414
D054338,C0131
D054339,C0002
D054340,C0375
D054341,C0034
D054342,C0258
D054343,C0488
D054344,C0062
D054345,C0410
D054346,C0220
D054347,C0162
D054348,C0306
D054349,C0195
D054350,C0053
D054351,C0139
D054352,C0494
D054353,C0417
D054354,C0224
D054355,C0229
D054356,C0430
D054357,C0060
D054358,C0134
D054359,C0458
D054360,C0275
D054361,C0181
D054362,C0377
D054363,C0303
D054364,C0044
D054365,C0401
D054366,C0261
D054367,C0336
D054368,C0408
D054369,C0160
D054370,C0193
D054371,C0094
D054372,C0125
D054373,C0090
D054374,C0391
D054375,C0309
D054376,C0428
D054377,C0407
D054378,C0270
D054379,C0140
D054380,C0059
D054381,C0225
D054382,C0274
D054383,C0470
D054384,C0245
D054385,C0071
D054386,C0306
D054387,C0322
D054388,C0440
D054389,C0284
D054390,C0181
D054391,C0410
D054392,C0398
D054393,C0152
D054394,C0114
D054395,C0474
D054396,C0166
D054397,C0263
D054398,C0415
D054399,C0366
D054400,C0340
D054401,C0157
D054402,C0201
D054403,C0253
D054404,C0299
D054405,C0059
D054406,C0090
D054407,C0410
D054408,C0461
D054409,C0238
D054410,C0192
D054411,C0360
D054412,C0297
D054413,C0347
D054414,C0029
D054415,C0475
D054416,C0277
D054417,C0043
D054418,C0040
D054419,C0376
D054420,C0174
D054421,C0454
D054422,C0077
D054423,C0361
D054424,C0231
D054425,C0199
D054426,C0099
D054427,C0400
D054428,C0426
D054429,C0345
D054430,C0145
D054431,C0365
D054432,C0081
D054433,C0089
D054434,C0145
D054435,C0233
D054436,C0389
D054437,C0292
D054438,C0489
D054439,C0255
D054440,C0101
D054441,C0011
D054442,C0366
D054443,C0404
D054444,C0180
D054445,C0075
D054446,C0405
D054447,C0034
D054448,C0369
D054449,C0446
D054450,C0084
D054451,C0031
D054452,C0012
D054453,C0141
D054454,C0275
D054455,C0277
D054456,C0108
D054457,C0229
D054458,C0031
D054459,C0012
D054460,C0381
D054461,C0440
D054462,C0023
D054463,C0339
D054464,C0330
D054465,C0001
D054466,C0081
D054467,C0303
D054468,C0141
D054469,C0478
D054470,C0386
D054471,C0016
D054472,C0361
D054473,C0489
D054474,C0328
D054475,C0439
D054476,C0081
D054477,C0192
D054478,C0205
D054479,C0438
D054480,C0135
D054481,C0056
D054482,C0463
D054483,C0309
D054484,C0326
D054485,C0384
D054486,C0339
D054487,C0444
D054488,C0140
D054489,C0364
D054490,C0341
D054491,C0323
D054492,C0108
D054493,C0005
D054494,C0408
D054495,C0470
D054496,C0004
D054497,C0493
D054498,C0429
D054499,C0276
D054500,C0362
D054501,C0076
D054502,C0492
D054503,C0345
D054504,C0054
D054505,C0492
D054506,C0183
D054507,C0413
D054508,C0279
D054509,C0177
D054510,C0186
D054511,C0210
D054512,C0118
D054513,C0208
D054514,C0290
D054515,C0263
D054516,C0157
D054517,C0137
D054518,C0111
D054519,C0288
D054520,C0468
D054521,C0434
D054522,C0032
D054523,C0021
D054524,C0285
D054525,C0140
D054526,C0475
D054527,C0338
D054528,C0388
D054529,C0314
D054530,C0197
D054531,C0203
D054532,C0089
D054533,C0354
D054534,C0122
D054535,C0071
D054536,C0034
D054537,C0044
D054538,C0002
D054539,C0373
D054540,C0230
D054541,C0191
D054542,C0018
D054543,C0151
D054544,C0197
D054545,C0105
D054546,C0491
D054547,C0260
D054548,C0024
D054549,C0434
D054550,C0124
D054551,C0330
D054552,C0173
D054553,C0403
D054554,C0063
D054555,C0080
D054556,C0330
D054557,C0317
D054558,C0131
D054559,C0422
D054560,C0131
D054561,C0065
D054562,C0044
D054563,C0202
D054564,C0147
D054565,C0245
D054566,C0183
D054567,C0313
D054568,C0330
D054569,C0473
D054570,C0086
D054571,C0276
D054572,C0252
D054573,C0400
D054574,C0489
D054575,C0273
D054576,C0042
D054577,C0200
D054578,C0287
D054579,C0490
D054580,C0392
D054581,C0179
D054582,C0317
D054583,C0046
D054584,C0482
D054585,C0334
D054586,C0145
D054587,C0156
D054588,C0300
D054589,C0467
D054590,C0302
D054591,C0325
D054592,C0500
D054593,C0463
D054594,C0429
D054595,C0409
D054596,C0069
D054597,C0487
D054598,C0318
D054599,C0488
D054600,C0031
D054601,C0176
D054602,C0155
D054603,C0454
D054604,C0221
D054605,C0471
D054606,C0126
D054607,C0339
D054608,C0009
D054609,C0248
D054610,C0073
D054611,C0218
D054612,C0320
D054613,C0307
D054614,C0055
D054615,C0375
D054616,C0353
D054617,C0106
D054618,C0047
D054619,C0432
D054620,C0058
D054621,C0340
D054622,C0067
D054623,C0087
D054624,C0006
D054625,C0042
D054626,C0162
D054627,C0434
D054628,C0109
D054629,C0427
D054630,C0001
D054631,C0391
D054632,C0090
D054633,C0218
D054634,C0317
D054635,C0226
D054636,C0495
D054637,C0468
D054638,C0459
D054639,C0152
D054640,C0218
D054641,C0326
D054642,C0046
D054643,C0341
D054644,C0171
D054645,C0404
D054646,C0451
D054647,C0484
D054648,C0345
D054649,C0441
D054650,C0327
D054651,C0491
D054652,C0435
D054653,C0014
D054654,C0234
D054655,C0009
D054656,C0400
D054657,C0443
D054658,C0161
D054659,C0183
D054660,C0423
D054661,C0455
D054662,C0468
D054663,C0199
D054664,C0118
D054665,C0405
D054666,C0316
D054667,C0358
D054668,C0111
D054669,C0480
D054670,C0116
D054671,C0257
D054672,C0490
D054673,C0341
D054674,C0067
D054675,C0092
D054676,C0082
D054677,C0094
D054678,C0385
D054679,C0246
D054680,C0070
D054681,C0267
D054682,C0229
D054683,C0406
D054684,C0064
D054685,C0336
D054686,C0201
D054687,C0474
D054688,C0195
D054689,C0104
D054690,C0249
D054691,C0168
D054692,C0115
D054693,C0175
D054694,C0231
D054695,C0182
D054696,C0089
D054697,C0423
D054698,C0116
D054699,C0197
D054700,C0446
D054701,C0284
D054702,C0049
D054703,C0264
D054704,C0482
D054705,C0023
D054706,C0044
