merchant_id,risk_id
M40051,R001
M40052,R002
M40053,R002
M40054,R001
M40055,R001
M40056,R001
M40057,R002
M40058,R003
M40059,R001
M40060,R003
M40061,R003
M40062,R001
M40063,R001
M40064,R001
M40065,R001
M40066,R003
M40067,R003
M40068,R002
M40069,R002
M40070,R003
M40071,R001
M40072,R003
M40073,R001
M40074,R001
M40075,R002
M40076,R003
M40077,R002
M40078,R003
M40079,R001
M40080,R001
M40081,R003
M40082,R002
M40083,R003
M40084,R002
M40085,R001
M40086,R002
M40087,R002
M40088,R003
M40089,R001
M40090,R001
M40091,R001
M40092,R001
M40093,R003
M40094,R002
M40095,R002
M40096,R002
M40097,R001
M40098,R001
M40099,R002
M40100,R003
M40101,R003
M40102,R001
M40103,R002
M40104,R002
M40105,R002
M40106,R003
M40107,R001
M40108,R001
M40109,R002
M40110,R002
M40111,R002
M40112,R001
M40113,R003
M40114,R001
M40115,R001
M40116,R003
M40117,R001
M40118,R003
M40119,R001
M40120,R002
M40121,R001
M40122,R003
M40123,R003
M40124,R002
M40125,R002
M40126,R003
M40127,R002
M40128,R003
M40129,R002
M40130,R001
M40131,R001
M40132,R003
M40133,R002
M40134,R002
M40135,R003
M40136,R002
M40137,R001
M40138,R002
M40139,R001
M40140,R002
M40141,R003
M40142,R001
M40143,R001
M40144,R001
M40145,R001
M40146,R002
M40147,R003
M40148,R003
M40149,R003
M40150,R001
M40151,R001
M40152,R003
M40153,R001
M40154,R002
M40155,R002
M40156,R001
M40157,R002
M40158,R003
M40159,R003
M40160,R001
M40161,R001
M40162,R003
M40163,R003
M40164,R002
M40165,R003
M40166,R003
M40167,R003
M40168,R001
M40169,R002
M40170,R003
M40171,R003
M40172,R003
M40173,R002
M40174,R001
M40175,R001
M40176,R002
M40177,R001
M40178,R003
M40179,R001
M40180,R002
M40181,R002
M40182,R003
M40183,R003
M40184,R001
M40185,R001
M40186,R003
M40187,R001
M40188,R003
M40189,R001
M40190,R001
M40191,R001
M40192,R001
M40193,R001
M40194,R003
M40195,R001
M40196,R003
M40197,R002
M40198,R001
M40199,R001
M40200,R001
M40201,R001
M40202,R001
M40203,R002
M40204,R003
M40205,R001
M40206,R002
M40207,R002
M40208,R001
M40209,R003
M40210,R003
M40211,R003
M40212,R001
M40213,R003
M40214,R001
M40215,R002
M40216,R002
M40217,R003
M40218,R001
M40219,R002
M40220,R001
M40221,R002
M40222,R003
M40223,R002
M40224,R003
M40225,R003
M40226,R002
M40227,R003
M40228,R002
M40229,R002
M40230,R002
M40231,R002
M40232,R002
M40233,R001
M40234,R003
M40235,R003
M40236,R003
M40237,R003
M40238,R002
M40239,R003
M40240,R001
M40241,R002
M40242,R001
M40243,R003
M40244,R002
M40245,R002
M40246,R003
M40247,R003
M40248,R001
M40249,R003
M40250,R001
M40251,R001
M40252,R001
M40253,R001
M40254,R001
M40255,R002
M40256,R002
M40257,R002
M40258,R003
M40259,R003
M40260,R003
M40261,R001
M40262,R003
M40263,R003
M40264,R001
M40265,R003
M40266,R002
M40267,R001
M40268,R001
M40269,R002
M40270,R002
M40271,R002
M40272,R002
M40273,R003
M40274,R003
M40275,R003
M40276,R001
M40277,R001
M40278,R003
M40279,R003
M40280,R002
M40281,R003
M40282,R003
M40283,R002
M40284,R001
M40285,R001
M40286,R003
M40287,R003
M40288,R003
M40289,R001
M40290,R003
M40291,R002
M40292,R003
M40293,R001
M40294,R001
M40295,R002
M40296,R001
M40297,R001
M40298,R003
M40299,R002
M40300,R003
M40301,R003
M40302,R002
M40303,R002
M40304,R003
M40305,R003
M40306,R002
M40307,R001
M40308,R001
M40309,R001
M40310,R003
M40311,R001
M40312,R001
M40313,R001
M40314,R002
M40315,R001
M40316,R001
M40317,R002
M40318,R002
M40319,R003
M40320,R002
M40321,R003
M40322,R003
M40323,R002
M40324,R001
M40325,R002
M40326,R002
M40327,R001
M40328,R001
M40329,R002
M40330,R001
M40331,R001
M40332,R001
M40333,R002
M40334,R003
M40335,R003
M40336,R001
M40337,R001
M40338,R002
M40339,R003
M40340,R003
M40341,R002
M40342,R003
M40343,R002
M40344,R001
M40345,R001
M40346,R002
M40347,R002
M40348,R001
M40349,R001
M40350,R003
M40351,R001
M40352,R002
M40353,R001
M40354,R001
M40355,R003
M40356,R001
M40357,R001
M40358,R001
M40359,R001
M40360,R003
M40361,R003
M40362,R001
M40363,R001
M40364,R003
M40365,R002
M40366,R003
M40367,R001
M40368,R001
M40369,R002
M40370,R002
M40371,R002
M40372,R003
M40373,R002
M40374,R002
M40375,R001
M40376,R003
M40377,R003
M40378,R002
M40379,R002
M40380,R002
M40381,R001
M40382,R003
M40383,R001
M40384,R002
M40385,R001
M40386,R003
M40387,R002
M40388,R002
M40389,R001
M40390,R002
M40391,R002
M40392,R003
M40393,R002
M40394,R001
M40395,R001
M40396,R003
M40397,R003
M40398,R002
M40399,R001
M40400,R003
M40401,R002
M40402,R003
M40403,R003
M40404,R001
M40405,R002
M40406,R003
M40407,R001
M40408,R001
M40409,R001
M40410,R001
M40411,R003
M40412,R003
M40413,R003
M40414,R003
M40415,R001
M40416,R003
M40417,R003
M40418,R001
M40419,R001
M40420,R001
M40421,R002
M40422,R002
M40423,R001
M40424,R003
M40425,R002
M40426,R003
M40427,R003
M40428,R002
M40429,R002
M40430,R002
M40431,R003
M40432,R003
M40433,R002
M40434,R002
M40435,R001
M40436,R002
M40437,R003
M40438,R003
M40439,R001
M40440,R002
M40441,R001
M40442,R003
M40443,R003
M40444,R001
M40445,R002
M40446,R002
M40447,R001
M40448,R002
M40449,R003
M40450,R003
M40451,R002
M40452,R001
M40453,R001
M40454,R001
M40455,R002
M40456,R002
M40457,R003
M40458,R003
M40459,R002
M40460,R001
M40461,R002
M40462,R003
M40463,R001
M40464,R002
M40465,R001
M40466,R001
M40467,R002
M40468,R002
M40469,R002
M40470,R002
M40471,R001
M40472,R001
M40473,R002
M40474,R002
M40475,R002
M40476,R002
M40477,R001
M40478,R002
M40479,R003
M40480,R003
M40481,R002
M40482,R001
M40483,R002
M40484,R002
M40485,R001
M40486,R003
M40487,R001
M40488,R001
M40489,R001
M40490,R003
M40491,R002
M40492,R001
M40493,R002
M40494,R003
M40495,R003
M40496,R003
M40497,R001
M40498,R003
M40499,R001
M40500,R001
M40501,R003
M40502,R003
M40503,R002
M40504,R002
M40505,R003
M40506,R002
M40507,R001
M40508,R001
M40509,R002
M40510,R003
M40511,R003
M40512,R001
M40513,R002
M40514,R002
M40515,R003
M40516,R002
M40517,R003
M40518,R001
M40519,R003
M40520,R002
M40521,R003
M40522,R003
M40523,R001
M40524,R002
M40525,R003
M40526,R003
M40527,R002
M40528,R001
M40529,R002
M40530,R002
M40531,R002
M40532,R001
M40533,R003
M40534,R003
M40535,R001
M40536,R002
M40537,R001
M40538,R003
M40539,R002
M40540,R002
M40541,R003
M40542,R001
M40543,R002
M40544,R001
M40545,R003
M40546,R003
M40547,R001
M40548,R003
M40549,R002
M40550,R002
M40551,R003
M40552,R001
M40553,R001
M40554,R003
M40555,R002
M40556,R002
M40557,R003
M40558,R002
M40559,R003
M40560,R001
M40561,R001
M40562,R001
M40563,R001
M40564,R003
M40565,R002
M40566,R001
M40567,R003
M40568,R001
M40569,R002
M40570,R003
M40571,R001
M40572,R001
M40573,R001
M40574,R001
M40575,R001
M40576,R003
M40577,R001
M40578,R003
M40579,R001
M40580,R003
M40581,R002
M40582,R001
M40583,R001
M40584,R002
M40585,R001
M40586,R002
M40587,R001
M40588,R003
M40589,R001
M40590,R003
M40591,R001
M40592,R003
M40593,R003
M40594,R001
M40595,R002
M40596,R001
M40597,R002
M40598,R002
M40599,R001
M40600,R003
M40601,R002
M40602,R001
M40603,R001
M40604,R001
M40605,R002
M40606,R002
M40607,R001
M40608,R001
M40609,R001
M40610,R003
M40611,R001
M40612,R001
M40613,R003
M40614,R003
M40615,R001
M40616,R002
M40617,R003
M40618,R002
M40619,R003
M40620,R001
M40621,R002
M40622,R003
M40623,R003
M40624,R003
M40625,R002
M40626,R002
M40627,R002
M40628,R001
M40629,R003
M40630,R001
M40631,R003
M40632,R001
M40633,R002
M40634,R003
M40635,R002
M40636,R003
M40637,R002
M40638,R003
M40639,R002
M40640,R003
M40641,R003
M40642,R002
M40643,R003
M40644,R002
M40645,R002
M40646,R001
M40647,R002
M40648,R001
M40649,R001
M40650,R003
M40651,R001
M40652,R002
M40653,R003
M40654,R001
M40655,R001
M40656,R002
M40657,R001
M40658,R001
M40659,R003
M40660,R002
M40661,R003
M40662,R001
M40663,R002
M40664,R001
M40665,R001
M40666,R001
M40667,R002
M40668,R003
M40669,R001
M40670,R003
M40671,R001
M40672,R003
M40673,R002
M40674,R002
M40675,R001
M40676,R003
M40677,R001
M40678,R002
M40679,R001
M40680,R001
M40681,R002
M40682,R003
M40683,R003
M40684,R001
M40685,R001
M40686,R001
M40687,R002
M40688,R003
M40689,R002
M40690,R001
M40691,R001
M40692,R001
M40693,R003
M40694,R003
M40695,R003
M40696,R003
M40697,R001
M40698,R003
M40699,R003
M40700,R003
M40701,R001
M40702,R002
M40703,R001
M40704,R001
M40705,R001
M40706,R001
M40707,R001
M40708,R002
M40709,R001
M40710,R001
M40711,R003
M40712,R003
M40713,R003
M40714,R002
M40715,R001
M40716,R003
M40717,R002
M40718,R002
M40719,R001
M40720,R001
M40721,R002
M40722,R001
M40723,R001
M40724,R003
M40725,R002
M40726,R002
M40727,R001
M40728,R003
M40729,R001
M40730,R003
M40731,R003
M40732,R001
M40733,R003
M40734,R002
M40735,R002
M40736,R003
M40737,R003
M40738,R003
M40739,R002
M40740,R003
M40741,R002
M40742,R002
M40743,R002
M40744,R003
M40745,R002
M40746,R002
M40747,R001
M40748,R001
M40749,R003
M40750,R002
M40751,R001
M40752,R001
M40753,R001
M40754,R003
M40755,R003
M40756,R002
M40757,R003
M40758,R001
M40759,R002
M40760,R002
M40761,R001
M40762,R002
M40763,R001
M40764,R002
M40765,R003
M40766,R002
M40767,R003
M40768,R001
M40769,R003
M40770,R002
M40771,R002
M40772,R003
M40773,R002
M40774,R003
M40775,R001
M40776,R003
M40777,R002
M40778,R001
M40779,R003
M40780,R003
M40781,R003
M40782,R002
M40783,R003
M40784,R003
M40785,R001
M40786,R001
M40787,R002
M40788,R003
M40789,R001
M40790,R001
M40791,R001
M40792,R002
M40793,R002
M40794,R001
M40795,R002
M40796,R003
M40797,R003
M40798,R002
M40799,R002
M40800,R003
M40801,R003
M40802,R002
M40803,R003
M40804,R001
M40805,R002
M40806,R003
M40807,R001
M40808,R001
M40809,R003
M40810,R002
M40811,R002
M40812,R002
M40813,R002
M40814,R001
M40815,R003
M40816,R003
M40817,R002
M40818,R003
M40819,R002
M40820,R001
M40821,R002
M40822,R001
M40823,R003
M40824,R003
M40825,R001
M40826,R003
M40827,R001
M40828,R002
M40829,R001
M40830,R002
M40831,R003
M40832,R001
M40833,R002
M40834,R001
M40835,R001
M40836,R003
M40837,R002
M40838,R001
M40839,R002
M40840,R002
M40841,R002
M40842,R003
M40843,R002
M40844,R003
M40845,R002
M40846,R003
M40847,R002
M40848,R001
M40849,R002
M40850,R002
M40851,R001
M40852,R003
M40853,R003
M40854,R003
M40855,R003
M40856,R001
M40857,R002
M40858,R002
M40859,R002
M40860,R003
M40861,R002
M40862,R002
M40863,R002
M40864,R002
M40865,R001
M40866,R003
M40867,R003
M40868,R003
M40869,R003
M40870,R001
M40871,R001
M40872,R002
M40873,R002
M40874,R002
M40875,R003
M40876,R003
M40877,R002
M40878,R002
M40879,R003
M40880,R001
M40881,R003
M40882,R002
M40883,R001
M40884,R003
M40885,R002
M40886,R003
M40887,R003
M40888,R002
M40889,R003
M40890,R001
M40891,R001
M40892,R002
M40893,R002
M40894,R002
M40895,R003
M40896,R003
M40897,R003
M40898,R003
M40899,R003
M40900,R003
M40901,R002
M40902,R003
M40903,R002
M40904,R001
M40905,R003
M40906,R002
M40907,R002
M40908,R002
M40909,R003
M40910,R003
M40911,R001
M40912,R002
M40913,R002
M40914,R001
M40915,R002
M40916,R002
M40917,R003
M40918,R002
M40919,R003
M40920,R003
M40921,R001
M40922,R002
M40923,R001
M40924,R002
M40925,R003
M40926,R001
M40927,R001
M40928,R001
M40929,R001
M40930,R003
M40931,R003
M40932,R002
M40933,R003
M40934,R003
M40935,R001
M40936,R002
M40937,R001
M40938,R003
M40939,R001
M40940,R002
M40941,R001
M40942,R001
M40943,R002
M40944,R003
M40945,R001
M40946,R003
M40947,R003
M40948,R001
M40949,R001
M40950,R001
M40951,R001
M40952,R003
M40953,R001
M40954,R001
M40955,R003
M40956,R003
M40957,R001
M40958,R001
M40959,R002
M40960,R002
M40961,R002
M40962,R003
M40963,R001
M40964,R003
M40965,R002
M40966,R001
M40967,R001
M40968,R001
M40969,R001
M40970,R001
M40971,R001
M40972,R003
M40973,R001
M40974,R002
M40975,R003
M40976,R003
M40977,R001
M40978,R003
M40979,R001
M40980,R002
M40981,R002
M40982,R001
M40983,R003
M40984,R002
M40985,R002
M40986,R003
M40987,R001
M40988,R001
M40989,R003
M40990,R002
M40991,R003
M40992,R001
M40993,R001
M40994,R002
M40995,R001
M40996,R001
M40997,R002
M40998,R001
M40999,R002
M41000,R003
M41001,R002
M41002,R002
M41003,R003
M41004,R002
M41005,R003
M41006,R001
M41007,R003
M41008,R003
M41009,R002
M41010,R002
M41011,R003
M41012,R002
M41013,R001
M41014,R003
M41015,R001
M41016,R003
M41017,R001
M41018,R003
M41019,R002
M41020,R002
M41021,R003
M41022,R002
M41023,R001
M41024,R001
M41025,R003
M41026,R003
M41027,R003
M41028,R002
M41029,R003
M41030,R002
M41031,R002
M41032,R002
M41033,R002
M41034,R001
M41035,R001
M41036,R001
M41037,R002
M41038,R001
M41039,R002
M41040,R001
M41041,R001
M41042,R002
M41043,R002
M41044,R001
M41045,R003
M41046,R001
M41047,R002
M41048,R002
M41049,R003
M41050,R001
M41051,R002
M41052,R003
M41053,R001
M41054,R001
M41055,R001
M41056,R001
M41057,R001
M41058,R001
M41059,R002
M41060,R002
M41061,R001
M41062,R003
M41063,R001
M41064,R002
M41065,R003
M41066,R003
M41067,R001
M41068,R001
M41069,R002
M41070,R002
M41071,R003
M41072,R003
M41073,R001
M41074,R002
M41075,R001
M41076,R001
M41077,R002
M41078,R001
M41079,R002
M41080,R001
M41081,R003
M41082,R001
M41083,R001
M41084,R001
M41085,R002
M41086,R001
M41087,R003
M41088,R002
M41089,R002
M41090,R003
M41091,R003
M41092,R001
M41093,R003
M41094,R002
M41095,R002
M41096,R002
M41097,R003
M41098,R002
M41099,R002
M41100,R001
M41101,R003
M41102,R002
M41103,R002
M41104,R002
M41105,R001
M41106,R003
M41107,R001
M41108,R001
M41109,R002
M41110,R002
M41111,R001
M41112,R003
M41113,R002
M41114,R001
M41115,R002
M41116,R001
M41117,R001
M41118,R003
M41119,R001
M41120,R001
M41121,R003
M41122,R003
M41123,R002
M41124,R003
M41125,R001
M41126,R003
M41127,R001
M41128,R001
M41129,R002
M41130,R001
M41131,R003
M41132,R001
M41133,R001
M41134,R003
M41135,R002
M41136,R001
M41137,R002
M41138,R003
M41139,R001
M41140,R003
M41141,R003
M41142,R001
M41143,R001
M41144,R002
M41145,R003
M41146,R003
M41147,R003
M41148,R003
M41149,R003
M41150,R003
M41151,R003
M41152,R001
M41153,R002
M41154,R003
M41155,R002
M41156,R002
M41157,R001
M41158,R001
M41159,R003
M41160,R001
M41161,R002
M41162,R001
M41163,R002
M41164,R003
M41165,R003
M41166,R001
M41167,R002
M41168,R003
M41169,R002
M41170,R003
M41171,R003
M41172,R002
M41173,R001
M41174,R003
M41175,R003
M41176,R002
M41177,R001
M41178,R001
M41179,R001
M41180,R002
M41181,R002
M41182,R003
M41183,R002
M41184,R002
M41185,R002
M41186,R001
M41187,R003
M41188,R001
M41189,R003
M41190,R001
M41191,R002
M41192,R003
M41193,R002
M41194,R002
M41195,R003
M41196,R003
M41197,R001
M41198,R002
M41199,R001
M41200,R001
M41201,R002
M41202,R002
M41203,R002
M41204,R001
M41205,R003
M41206,R001
M41207,R002
M41208,R001
M41209,R002
M41210,R002
M41211,R002
M41212,R001
M41213,R002
M41214,R002
M41215,R001
M41216,R001
M41217,R003
M41218,R003
M41219,R001
M41220,R002
M41221,R003
M41222,R003
M41223,R002
M41224,R003
M41225,R001
M41226,R002
M41227,R003
M41228,R003
M41229,R003
M41230,R002
M41231,R002
M41232,R001
M41233,R001
M41234,R003
M41235,R003
M41236,R003
M41237,R001
M41238,R001
M41239,R003
M41240,R003
M41241,R003
M41242,R002
M41243,R001
M41244,R003
M41245,R003
M41246,R003
M41247,R001
M41248,R003
M41249,R003
M41250,R003
M41251,R002
M41252,R001
M41253,R002
M41254,R002
M41255,R002
M41256,R002
M41257,R003
M41258,R001
M41259,R001
M41260,R001
M41261,R002
M41262,R003
M41263,R003
M41264,R002
M41265,R002
M41266,R001
M41267,R001
M41268,R001
M41269,R001
M41270,R002
M41271,R003
M41272,R001
M41273,R003
M41274,R002
M41275,R002
M41276,R002
M41277,R002
M41278,R002
M41279,R003
M41280,R003
M41281,R003
M41282,R002
M41283,R003
M41284,R001
M41285,R003
M41286,R001
M41287,R003
M41288,R003
M41289,R003
M41290,R003
M41291,R003
M41292,R002
M41293,R002
M41294,R001
M41295,R002
M41296,R001
M41297,R002
M41298,R003
M41299,R002
M41300,R003
M41301,R002
M41302,R001
M41303,R002
M41304,R002
M41305,R002
M41306,R001
M41307,R003
M41308,R001
M41309,R003
M41310,R001
M41311,R001
M41312,R002
M41313,R003
M41314,R001
M41315,R001
M41316,R003
M41317,R001
M41318,R001
M41319,R003
M41320,R003
M41321,R001
M41322,R003
M41323,R001
M41324,R003
M41325,R003
M41326,R002
M41327,R001
M41328,R001
M41329,R001
M41330,R003
M41331,R002
M41332,R001
M41333,R003
M41334,R001
M41335,R001
M41336,R003
M41337,R002
M41338,R002
M41339,R002
M41340,R001
M41341,R002
M41342,R001
M41343,R003
M41344,R002
M41345,R003
M41346,R003
M41347,R003
M41348,R001
M41349,R001
M41350,R001
M41351,R002
M41352,R003
M41353,R001
M41354,R003
M41355,R001
M41356,R003
M41357,R003
M41358,R002
M41359,R003
M41360,R003
M41361,R001
M41362,R002
M41363,R003
M41364,R002
M41365,R003
M41366,R002
M41367,R002
M41368,R001
M41369,R001
M41370,R002
M41371,R003
M41372,R003
M41373,R003
M41374,R003
M41375,R002
M41376,R001
M41377,R002
M41378,R001
M41379,R003
M41380,R001
M41381,R003
M41382,R003
M41383,R003
M41384,R003
M41385,R001
M41386,R001
M41387,R002
M41388,R002
M41389,R001
M41390,R003
M41391,R001
M41392,R002
M41393,R003
M41394,R001
M41395,R002
M41396,R002
M41397,R001
M41398,R001
M41399,R003
M41400,R003
M41401,R003
M41402,R001
M41403,R003
M41404,R001
M41405,R002
M41406,R001
M41407,R002
M41408,R002
M41409,R003
M41410,R003
M41411,R002
M41412,R001
M41413,R003
M41414,R002
M41415,R002
M41416,R002
M41417,R001
M41418,R002
M41419,R002
M41420,R001
M41421,R003
M41422,R002
M41423,R001
M41424,R003
M41425,R002
M41426,R002
M41427,R001
M41428,R003
M41429,R002
M41430,R001
M41431,R001
M41432,R001
M41433,R002
M41434,R002
M41435,R001
M41436,R001
M41437,R001
M41438,R002
M41439,R002
M41440,R003
M41441,R002
M41442,R001
M41443,R001
M41444,R003
M41445,R001
M41446,R002
M41447,R003
M41448,R002
M41449,R003
M41450,R002
M41451,R003
M41452,R002
M41453,R001
M41454,R003
M41455,R002
M41456,R003
M41457,R001
M41458,R003
M41459,R002
M41460,R002
M41461,R003
M41462,R003
M41463,R001
M41464,R003
M41465,R003
M41466,R003
M41467,R003
M41468,R003
M41469,R003
M41470,R003
M41471,R003
M41472,R003
M41473,R002
M41474,R002
M41475,R003
M41476,R002
M41477,R003
M41478,R003
M41479,R003
M41480,R002
M41481,R002
M41482,R003
M41483,R002
M41484,R002
M41485,R001
M41486,R001
M41487,R001
M41488,R003
M41489,R002
M41490,R003
M41491,R001
M41492,R003
M41493,R002
M41494,R002
M41495,R001
M41496,R003
M41497,R001
M41498,R003
M41499,R002
M41500,R002
M41501,R002
M41502,R003
M41503,R001
M41504,R001
M41505,R003
M41506,R003
M41507,R001
M41508,R002
M41509,R002
M41510,R002
M41511,R001
M41512,R001
M41513,R001
M41514,R001
M41515,R003
M41516,R001
M41517,R003
M41518,R002
M41519,R002
M41520,R002
M41521,R001
M41522,R003
M41523,R003
M41524,R002
M41525,R001
M41526,R002
M41527,R001
M41528,R003
M41529,R003
M41530,R002
M41531,R001
M41532,R002
M41533,R002
M41534,R003
M41535,R001
M41536,R001
M41537,R002
M41538,R003
M41539,R002
M41540,R003
M41541,R003
M41542,R003
M41543,R001
M41544,R003
M41545,R002
M41546,R001
M41547,R001
M41548,R003
M41549,R003
M41550,R003
M41551,R001
M41552,R003
M41553,R003
M41554,R002
M41555,R002
M41556,R003
M41557,R003
M41558,R001
M41559,R002
M41560,R003
M41561,R001
M41562,R001
M41563,R002
M41564,R002
M41565,R001
M41566,R002
M41567,R001
M41568,R002
M41569,R002
M41570,R001
M41571,R001
M41572,R001
M41573,R001
M41574,R001
M41575,R002
M41576,R003
M41577,R002
M41578,R003
M41579,R003
M41580,R002
M41581,R001
M41582,R003
M41583,R001
M41584,R002
M41585,R003
M41586,R002
M41587,R001
M41588,R002
M41589,R003
M41590,R003
M41591,R001
M41592,R003
M41593,R001
M41594,R002
M41595,R003
M41596,R001
M41597,R003
M41598,R002
M41599,R002
M41600,R001
M41601,R003
M41602,R002
M41603,R001
M41604,R001
M41605,R002
M41606,R003
M41607,R001
M41608,R003
M41609,R001
M41610,R001
M41611,R001
M41612,R002
M41613,R002
M41614,R003
M41615,R003
M41616,R002
M41617,R001
M41618,R002
M41619,R002
M41620,R001
M41621,R002
M41622,R001
M41623,R003
M41624,R002
M41625,R002
M41626,R001
M41627,R001
M41628,R003
M41629,R001
M41630,R003
M41631,R001
M41632,R003
M41633,R001
M41634,R003
M41635,R001
M41636,R003
M41637,R003
M41638,R003
M41639,R002
M41640,R001
M41641,R002
M41642,R001
M41643,R001
M41644,R001
M41645,R002
M41646,R003
M41647,R002
M41648,R001
M41649,R002
M41650,R002
M41651,R002
M41652,R003
M41653,R003
M41654,R002
M41655,R001
M41656,R003
M41657,R002
M41658,R002
M41659,R002
M41660,R003
M41661,R001
M41662,R002
M41663,R001
M41664,R003
M41665,R001
M41666,R002
M41667,R001
M41668,R001
M41669,R002
M41670,R003
M41671,R003
M41672,R002
M41673,R002
M41674,R001
M41675,R002
M41676,R001
M41677,R002
M41678,R002
M41679,R003
M41680,R001
M41681,R003
M41682,R002
M41683,R003
M41684,R001
M41685,R002
M41686,R002
M41687,R001
M41688,R003
M41689,R002
M41690,R001
M41691,R003
M41692,R003
M41693,R001
M41694,R001
M41695,R003
M41696,R003
M41697,R002
M41698,R001
M41699,R003
M41700,R001
M41701,R003
M41702,R002
M41703,R003
M41704,R001
M41705,R001
M41706,R003
M41707,R001
M41708,R001
M41709,R003
M41710,R003
M41711,R003
M41712,R003
M41713,R001
M41714,R002
M41715,R002
M41716,R003
M41717,R003
M41718,R003
M41719,R001
M41720,R003
M41721,R003
M41722,R001
M41723,R003
M41724,R002
M41725,R002
M41726,R001
M41727,R001
M41728,R002
M41729,R002
M41730,R002
M41731,R003
M41732,R001
M41733,R002
M41734,R002
M41735,R001
M41736,R002
M41737,R003
M41738,R002
M41739,R001
M41740,R001
M41741,R002
M41742,R001
M41743,R001
M41744,R001
M41745,R001
M41746,R003
M41747,R002
M41748,R001
M41749,R002
M41750,R002
M41751,R002
M41752,R003
M41753,R001
M41754,R003
M41755,R002
M41756,R001
M41757,R002
M41758,R002
M41759,R002
M41760,R003
M41761,R003
M41762,R003
M41763,R003
M41764,R002
M41765,R003
M41766,R003
M41767,R003
M41768,R001
M41769,R001
M41770,R002
M41771,R003
M41772,R001
M41773,R002
M41774,R003
M41775,R003
M41776,R001
M41777,R003
M41778,R002
M41779,R003
M41780,R002
M41781,R003
M41782,R001
M41783,R002
M41784,R002
M41785,R002
M41786,R003
M41787,R001
M41788,R002
M41789,R001
M41790,R003
M41791,R001
M41792,R002
M41793,R001
M41794,R001
M41795,R001
M41796,R001
M41797,R001
M41798,R003
M41799,R003
M41800,R002
M41801,R001
M41802,R003
M41803,R003
M41804,R002
M41805,R002
M41806,R001
M41807,R002
M41808,R001
M41809,R001
M41810,R001
M41811,R002
M41812,R003
M41813,R002
M41814,R003
M41815,R001
M41816,R001
M41817,R001
M41818,R003
M41819,R003
M41820,R002
M41821,R001
M41822,R002
M41823,R001
M41824,R003
M41825,R001
M41826,R001
M41827,R003
M41828,R002
M41829,R002
M41830,R003
M41831,R003
M41832,R003
M41833,R003
M41834,R001
M41835,R002
M41836,R002
M41837,R003
M41838,R001
M41839,R003
M41840,R002
M41841,R001
M41842,R002
M41843,R003
M41844,R002
M41845,R002
M41846,R002
M41847,R002
M41848,R002
M41849,R003
M41850,R001
M41851,R002
M41852,R003
M41853,R001
M41854,R001
M41855,R001
M41856,R001
M41857,R001
M41858,R002
M41859,R003
M41860,R002
M41861,R002
M41862,R003
M41863,R002
M41864,R002
M41865,R001
M41866,R003
M41867,R002
M41868,R001
M41869,R002
M41870,R001
M41871,R001
M41872,R001
M41873,R002
M41874,R001
M41875,R002
M41876,R001
M41877,R001
M41878,R001
M41879,R002
M41880,R003
M41881,R003
M41882,R001
M41883,R001
M41884,R003
M41885,R001
M41886,R001
M41887,R001
M41888,R002
M41889,R003
M41890,R001
M41891,R002
M41892,R003
M41893,R001
M41894,R002
M41895,R002
M41896,R002
M41897,R003
M41898,R002
M41899,R001
M41900,R003
M41901,R001
M41902,R003
M41903,R003
M41904,R003
M41905,R001
M41906,R002
M41907,R001
M41908,R002
M41909,R001
M41910,R002
M41911,R001
M41912,R003
M41913,R003
M41914,R001
M41915,R002
M41916,R001
M41917,R002
M41918,R001
M41919,R001
M41920,R002
M41921,R003
M41922,R002
M41923,R002
M41924,R002
M41925,R002
M41926,R002
M41927,R003
M41928,R003
M41929,R003
M41930,R001
M41931,R002
M41932,R003
M41933,R002
M41934,R001
M41935,R003
M41936,R003
M41937,R003
M41938,R003
M41939,R001
M41940,R001
M41941,R002
M41942,R003
M41943,R003
M41944,R003
M41945,R001
M41946,R001
M41947,R003
M41948,R002
M41949,R002
M41950,R001
M41951,R003
M41952,R003
M41953,R001
M41954,R002
M41955,R001
M41956,R003
M41957,R001
M41958,R003
M41959,R001
M41960,R002
M41961,R002
M41962,R001
M41963,R002
M41964,R003
M41965,R002
M41966,R003
M41967,R003
M41968,R003
M41969,R001
M41970,R003
M41971,R002
M41972,R003
M41973,R002
M41974,R003
M41975,R003
M41976,R001
M41977,R003
M41978,R003
M41979,R003
M41980,R003
M41981,R003
M41982,R003
M41983,R001
M41984,R003
M41985,R001
M41986,R003
M41987,R001
M41988,R001
M41989,R003
M41990,R002
M41991,R003
M41992,R001
M41993,R003
M41994,R003
M41995,R001
M41996,R003
M41997,R002
M41998,R002
M41999,R002
M42000,R001
M42001,R001
M42002,R001
M42003,R003
M42004,R001
M42005,R002
M42006,R002
M42007,R002
M42008,R001
M42009,R003
M42010,R002
M42011,R002
M42012,R001
M42013,R002
M42014,R002
M42015,R003
M42016,R002
M42017,R001
M42018,R003
M42019,R002
M42020,R002
M42021,R002
M42022,R001
M42023,R002
M42024,R002
M42025,R001
M42026,R003
M42027,R002
M42028,R001
M42029,R001
M42030,R003
M42031,R002
M42032,R001
M42033,R003
M42034,R003
M42035,R003
M42036,R003
M42037,R001
M42038,R001
M42039,R002
M42040,R001
M42041,R003
M42042,R003
M42043,R001
M42044,R001
M42045,R002
M42046,R003
M42047,R002
M42048,R002
