application_id,approval_id
A043124,AP024881
A043125,AP048722
A043126,AP043341
A043127,AP009149
A043128,AP005676
A043129,AP016272
A043130,AP035132
A043131,AP028333
A043132,AP047882
A043133,AP004217
A043134,AP007282
A043135,AP042360
A043136,AP006961
A043137,AP042515
A043138,AP049897
A043139,AP048963
A043140,AP029614
A043141,AP000096
A043142,AP043701
A043143,AP000170
A043144,AP040566
A043145,AP006585
A043146,AP020380
A043147,AP029864
A043148,AP043870
A043149,AP046875
A043150,AP014235
A043151,AP043957
A043152,AP044442
A043153,AP044082
A043154,AP023946
A043155,AP011943
A043156,AP005163
A043157,AP027622
A043158,AP002926
A043159,AP010721
A043160,AP046790
A043161,AP040757
A043162,AP042056
A043163,AP024540
A043164,AP044084
A043165,AP030436
A043166,AP045645
A043167,AP000175
A043168,AP049368
A043169,AP010851
A043170,AP035602
A043171,AP011148
A043172,AP028097
A043173,AP018948
A043174,AP028719
A043175,AP000509
A043176,AP049987
A043177,AP013248
A043178,AP049118
A043179,AP021260
A043180,AP008802
A043181,AP018305
A043182,AP025272
A043183,AP001469
A043184,AP031280
A043185,AP037317
A043186,AP008653
A043187,AP021443
A043188,AP001972
A043189,AP018733
A043190,AP039473
A043191,AP023508
A043192,AP026987
A043193,AP039252
A043194,AP024987
A043195,AP006784
A043196,AP007888
A043197,AP018410
A043198,AP023369
A043199,AP047913
A043200,AP009883
A043201,AP010375
A043202,AP039269
A043203,AP040966
A043204,AP020062
A043205,AP037025
A043206,AP033769
A043207,AP002469
A043208,AP011116
A043209,AP040411
A043210,AP020572
A043211,AP005582
A043212,AP024304
A043213,AP038597
A043214,AP035147
A043215,AP015341
A043216,AP038156
A043217,AP001997
A043218,AP004512
A043219,AP001455
A043220,AP042931
A043221,AP044089
A043222,AP034032
A043223,AP043911
A043224,AP036702
A043225,AP026660
A043226,AP021311
A043227,AP016546
A043228,AP021189
A043229,AP019480
A043230,AP014256
A043231,AP038819
A043232,AP035867
A043233,AP001590
A043234,AP048428
A043235,AP036376
A043236,AP049020
A043237,AP001258
A043238,AP005886
A043239,AP030895
A043240,AP000450
A043241,AP048008
A043242,AP047814
A043243,AP019774
A043244,AP011650
A043245,AP022770
A043246,AP020313
A043247,AP012262
A043248,AP032680
A043249,AP011447
A043250,AP012365
A043251,AP000100
A043252,AP023949
A043253,AP046045
A043254,AP025631
A043255,AP034561
A043256,AP040822
A043257,AP024550
A043258,AP044378
A043259,AP013552
A043260,AP042864
A043261,AP036723
A043262,AP042392
A043263,AP033280
A043264,AP030193
A043265,AP012143
A043266,AP036102
A043267,AP020433
A043268,AP005710
A043269,AP048853
A043270,AP035870
A043271,AP032732
A043272,AP015646
A043273,AP010059
A043274,AP002248
A043275,AP043527
A043276,AP027296
A043277,AP032735
A043278,AP011024
A043279,AP024297
A043280,AP015085
A043281,AP023345
A043282,AP016013
A043283,AP014137
A043284,AP033399
A043285,AP002677
A043286,AP018909
A043287,AP045060
A043288,AP042972
A043289,AP031359
A043290,AP027224
A043291,AP019139
A043292,AP025655
A043293,AP025595
A043294,AP030189
A043295,AP001397
A043296,AP021009
A043297,AP009790
A043298,AP013254
A043299,AP012449
A043300,AP047071
A043301,AP044327
A043302,AP043938
A043303,AP036178
A043304,AP009458
A043305,AP021226
A043306,AP039681
A043307,AP041378
A043308,AP049186
A043309,AP018526
A043310,AP032961
A043311,AP021697
A043312,AP036360
A043313,AP034405
A043314,AP015248
A043315,AP026041
A043316,AP006114
A043317,AP040667
A043318,AP022907
A043319,AP019229
A043320,AP033594
A043321,AP017854
A043322,AP023307
A043323,AP015692
A043324,AP021762
A043325,AP048460
A043326,AP029462
A043327,AP017920
A043328,AP039331
A043329,AP017501
A043330,AP038922
A043331,AP028247
A043332,AP040294
A043333,AP007716
A043334,AP003380
A043335,AP033635
A043336,AP044139
A043337,AP046598
A043338,AP041490
A043339,AP003019
A043340,AP007749
A043341,AP017531
A043342,AP018912
A043343,AP008566
A043344,AP024773
A043345,AP006854
A043346,AP047000
A043347,AP038706
A043348,AP033220
A043349,AP043047
A043350,AP008838
A043351,AP001395
A043352,AP040177
A043353,AP018619
A043354,AP009139
A043355,AP025654
A043356,AP045586
A043357,AP017335
A043358,AP008315
A043359,AP005574
A043360,AP020397
A043361,AP010753
A043362,AP003394
A043363,AP045805
A043364,AP025636
A043365,AP024667
A043366,AP038707
A043367,AP013937
A043368,AP007527
A043369,AP039435
A043370,AP033466
A043371,AP040078
A043372,AP045767
A043373,AP020044
A043374,AP015726
A043375,AP037207
A043376,AP025408
A043377,AP030005
A043378,AP046837
A043379,AP028856
A043380,AP003529
A043381,AP039455
A043382,AP037476
A043383,AP014619
A043384,AP037546
A043385,AP007920
A043386,AP013781
A043387,AP003381
A043388,AP038577
A043389,AP027716
A043390,AP017225
A043391,AP047484
A043392,AP017735
A043393,AP032442
A043394,AP006763
A043395,AP042136
A043396,AP004122
A043397,AP044207
A043398,AP048655
A043399,AP012268
A043400,AP021319
A043401,AP041715
A043402,AP049848
A043403,AP047404
A043404,AP023565
A043405,AP045724
A043406,AP011345
A043407,AP006554
A043408,AP006291
A043409,AP035054
A043410,AP043899
A043411,AP009133
A043412,AP001053
A043413,AP010305
A043414,AP041548
A043415,AP041484
A043416,AP002416
A043417,AP019579
A043418,AP010255
A043419,AP048510
A043420,AP021939
A043421,AP001278
A043422,AP038676
A043423,AP012039
A043424,AP027078
A043425,AP018358
A043426,AP005505
A043427,AP042967
A043428,AP000796
A043429,AP035956
A043430,AP039240
A043431,AP010111
A043432,AP001903
A043433,AP028570
A043434,AP032537
A043435,AP031385
A043436,AP038275
A043437,AP019980
A043438,AP047869
A043439,AP002694
A043440,AP048694
A043441,AP021061
A043442,AP018348
A043443,AP012097
A043444,AP035513
A043445,AP002449
A043446,AP005531
A043447,AP025208
A043448,AP047835
A043449,AP032467
A043450,AP042445
A043451,AP019018
A043452,AP041215
A043453,AP045922
A043454,AP025216
A043455,AP028119
A043456,AP003124
A043457,AP006732
A043458,AP025420
A043459,AP017034
A043460,AP028294
A043461,AP017486
A043462,AP011922
A043463,AP029191
A043464,AP040459
A043465,AP010241
A043466,AP012221
A043467,AP049782
A043468,AP021123
A043469,AP009778
A043470,AP042769
A043471,AP032574
A043472,AP037651
A043473,AP034839
A043474,AP018621
A043475,AP038340
A043476,AP007985
A043477,AP020682
A043478,AP031527
A043479,AP002297
A043480,AP022858
A043481,AP004760
A043482,AP028038
A043483,AP028858
A043484,AP011746
A043485,AP030374
A043486,AP047039
A043487,AP019734
A043488,AP011283
A043489,AP006292
A043490,AP017996
A043491,AP029255
A043492,AP019048
A043493,AP017289
A043494,AP011510
A043495,AP030544
A043496,AP005435
A043497,AP036922
A043498,AP013391
A043499,AP022035
A043500,AP027803
A043501,AP014488
A043502,AP019084
A043503,AP008825
A043504,AP030178
A043505,AP006641
A043506,AP047814
A043507,AP013258
A043508,AP027156
A043509,AP005803
A043510,AP011984
A043511,AP004760
A043512,AP049691
A043513,AP023856
A043514,AP002885
A043515,AP037433
A043516,AP019888
A043517,AP017380
A043518,AP021329
A043519,AP010671
A043520,AP035075
A043521,AP043678
A043522,AP045455
A043523,AP029155
A043524,AP016220
A043525,AP039316
A043526,AP026426
A043527,AP039581
A043528,AP023470
A043529,AP007285
A043530,AP012080
A043531,AP029556
A043532,AP017155
A043533,AP046424
A043534,AP001857
A043535,AP041854
A043536,AP039334
A043537,AP021774
A043538,AP014897
A043539,AP023240
A043540,AP037888
A043541,AP022900
A043542,AP016908
A043543,AP045171
A043544,AP030967
A043545,AP008194
A043546,AP007316
A043547,AP000311
A043548,AP045132
A043549,AP008386
A043550,AP008390
A043551,AP014436
A043552,AP040333
A043553,AP031619
A043554,AP013507
A043555,AP037501
A043556,AP015368
A043557,AP002697
A043558,AP028798
A043559,AP002064
A043560,AP048800
A043561,AP003279
A043562,AP049978
A043563,AP047511
A043564,AP006633
A043565,AP037286
A043566,AP038302
A043567,AP029085
A043568,AP020330
A043569,AP028989
A043570,AP038706
A043571,AP000833
A043572,AP042190
A043573,AP038161
A043574,AP026812
A043575,AP013498
A043576,AP045207
A043577,AP014194
A043578,AP045954
A043579,AP048899
A043580,AP028136
A043581,AP040142
A043582,AP013584
A043583,AP023074
A043584,AP002255
A043585,AP010150
A043586,AP007665
A043587,AP044700
A043588,AP016292
A043589,AP038873
A043590,AP041385
A043591,AP012998
A043592,AP018838
A043593,AP019928
A043594,AP015571
A043595,AP038227
A043596,AP003926
A043597,AP049616
A043598,AP018355
A043599,AP019773
A043600,AP000207
A043601,AP038635
A043602,AP034854
A043603,AP030424
A043604,AP042905
A043605,AP034474
A043606,AP032110
A043607,AP049277
A043608,AP048596
A043609,AP027273
A043610,AP007199
A043611,AP026519
A043612,AP002824
A043613,AP014330
A043614,AP023421
A043615,AP015818
A043616,AP033477
A043617,AP009734
A043618,AP001702
A043619,AP006771
A043620,AP031778
A043621,AP040302
A043622,AP001321
A043623,AP000998
A043624,AP005955
A043625,AP027387
A043626,AP007589
A043627,AP016972
A043628,AP022443
A043629,AP013308
A043630,AP016872
A043631,AP031023
A043632,AP034347
A043633,AP023094
A043634,AP025608
A043635,AP000936
A043636,AP041270
A043637,AP048901
A043638,AP006594
A043639,AP028589
A043640,AP019468
A043641,AP034172
A043642,AP010968
A043643,AP004044
A043644,AP042644
A043645,AP038450
A043646,AP033504
A043647,AP013229
A043648,AP008161
A043649,AP025121
A043650,AP004890
A043651,AP022105
A043652,AP006412
A043653,AP009012
A043654,AP030309
A043655,AP033639
A043656,AP038907
A043657,AP038927
A043658,AP015796
A043659,AP047317
A043660,AP002663
A043661,AP022797
A043662,AP011976
A043663,AP012182
A043664,AP046338
A043665,AP041985
A043666,AP037838
A043667,AP045620
A043668,AP034915
A043669,AP025985
A043670,AP024559
A043671,AP030801
A043672,AP027021
A043673,AP033001
A043674,AP049594
A043675,AP045257
A043676,AP014853
A043677,AP040416
A043678,AP019456
A043679,AP029563
A043680,AP022558
A043681,AP007949
A043682,AP003185
A043683,AP027820
A043684,AP000076
A043685,AP015424
A043686,AP001900
A043687,AP035949
A043688,AP018620
A043689,AP004609
A043690,AP025242
A043691,AP013565
A043692,AP011161
A043693,AP024369
A043694,AP046034
A043695,AP045114
A043696,AP028622
A043697,AP022726
A043698,AP021269
A043699,AP008271
A043700,AP005757
A043701,AP003645
A043702,AP008734
A043703,AP038026
A043704,AP020975
A043705,AP010166
A043706,AP036317
A043707,AP029081
A043708,AP048415
A043709,AP049813
A043710,AP008480
A043711,AP037472
A043712,AP043093
A043713,AP044014
A043714,AP013255
A043715,AP034582
A043716,AP024809
A043717,AP005687
A043718,AP032253
A043719,AP023021
A043720,AP017121
A043721,AP033985
A043722,AP012692
A043723,AP006011
A043724,AP033784
A043725,AP044128
A043726,AP046365
A043727,AP007374
A043728,AP020002
A043729,AP018020
A043730,AP047993
A043731,AP023141
A043732,AP026739
A043733,AP000072
A043734,AP023510
A043735,AP007154
A043736,AP010565
A043737,AP038460
A043738,AP035467
A043739,AP008100
A043740,AP047154
A043741,AP000331
A043742,AP011930
A043743,AP009007
A043744,AP027873
A043745,AP020758
A043746,AP045464
A043747,AP011690
A043748,AP023991
A043749,AP006450
A043750,AP006686
A043751,AP003831
A043752,AP010088
A043753,AP037693
A043754,AP025268
A043755,AP031988
A043756,AP048199
A043757,AP019328
A043758,AP048040
A043759,AP014340
A043760,AP046153
A043761,AP047511
A043762,AP040976
A043763,AP016451
A043764,AP032722
A043765,AP034346
A043766,AP042881
A043767,AP042716
A043768,AP008993
A043769,AP012525
A043770,AP025275
A043771,AP006917
A043772,AP046598
A043773,AP044601
A043774,AP011432
A043775,AP035192
A043776,AP028151
A043777,AP014393
A043778,AP011663
A043779,AP042978
A043780,AP003064
A043781,AP049682
A043782,AP000521
A043783,AP041607
A043784,AP031237
A043785,AP012548
A043786,AP044515
A043787,AP013351
A043788,AP035430
A043789,AP027574
A043790,AP025056
A043791,AP045291
A043792,AP016006
A043793,AP027990
A043794,AP043769
A043795,AP030683
A043796,AP000497
A043797,AP048374
A043798,AP035333
A043799,AP025576
A043800,AP004419
A043801,AP022499
A043802,AP018698
A043803,AP019416
A043804,AP019462
A043805,AP045678
A043806,AP003917
A043807,AP010888
A043808,AP026549
A043809,AP033842
A043810,AP021795
A043811,AP045217
A043812,AP024277
A043813,AP039034
A043814,AP031731
A043815,AP025769
A043816,AP049984
A043817,AP014873
A043818,AP025613
A043819,AP038493
A043820,AP034051
A043821,AP010360
A043822,AP001908
A043823,AP018303
A043824,AP001129
A043825,AP034720
A043826,AP049927
A043827,AP043956
A043828,AP047370
A043829,AP014182
A043830,AP017686
A043831,AP025501
A043832,AP029854
A043833,AP008946
A043834,AP029961
A043835,AP007098
A043836,AP023033
A043837,AP003835
A043838,AP035887
A043839,AP033469
A043840,AP033279
A043841,AP041220
A043842,AP025547
A043843,AP018426
A043844,AP007887
A043845,AP008690
A043846,AP007423
A043847,AP040083
A043848,AP008327
A043849,AP010143
A043850,AP033471
A043851,AP048163
A043852,AP047037
A043853,AP010605
A043854,AP038482
A043855,AP032412
A043856,AP047025
A043857,AP003433
A043858,AP017457
A043859,AP039723
A043860,AP047396
A043861,AP044873
A043862,AP036110
A043863,AP046893
A043864,AP012635
A043865,AP014642
A043866,AP047472
A043867,AP019098
A043868,AP045039
A043869,AP036918
A043870,AP042162
A043871,AP021158
A043872,AP025442
A043873,AP016776
A043874,AP016900
A043875,AP011242
A043876,AP010225
A043877,AP035233
A043878,AP021937
A043879,AP026458
A043880,AP025409
A043881,AP017109
A043882,AP014000
A043883,AP021100
A043884,AP041125
A043885,AP019394
A043886,AP015045
A043887,AP025075
A043888,AP047170
A043889,AP020899
A043890,AP014413
A043891,AP015446
A043892,AP036984
A043893,AP020932
A043894,AP025303
A043895,AP046113
A043896,AP033695
A043897,AP038036
A043898,AP002663
A043899,AP020136
A043900,AP027720
A043901,AP013713
A043902,AP033412
A043903,AP048026
A043904,AP038573
A043905,AP026397
A043906,AP008742
A043907,AP013420
A043908,AP046592
A043909,AP037385
A043910,AP039650
A043911,AP001833
A043912,AP031944
A043913,AP014229
A043914,AP024399
A043915,AP001393
A043916,AP022200
A043917,AP028153
A043918,AP043043
A043919,AP026794
A043920,AP033065
A043921,AP042115
A043922,AP041270
A043923,AP040062
A043924,AP042427
A043925,AP007734
A043926,AP024653
A043927,AP000163
A043928,AP048098
A043929,AP031495
A043930,AP010192
A043931,AP018897
A043932,AP014876
A043933,AP016797
A043934,AP033378
A043935,AP040417
A043936,AP005107
A043937,AP042997
A043938,AP019214
A043939,AP020752
A043940,AP020898
A043941,AP043506
A043942,AP015103
A043943,AP026298
A043944,AP023187
A043945,AP004938
A043946,AP000704
A043947,AP010686
A043948,AP018614
A043949,AP025853
A043950,AP019349
A043951,AP007550
A043952,AP005224
A043953,AP017585
A043954,AP046661
A043955,AP016852
A043956,AP038008
A043957,AP046419
A043958,AP024854
A043959,AP042506
A043960,AP015419
A043961,AP019860
A043962,AP019140
A043963,AP019163
A043964,AP011435
A043965,AP029085
A043966,AP015121
A043967,AP011667
A043968,AP028360
A043969,AP022904
A043970,AP003347
A043971,AP019363
A043972,AP005890
A043973,AP006277
A043974,AP019014
A043975,AP018415
A043976,AP027779
A043977,AP012549
A043978,AP006200
A043979,AP041797
A043980,AP018497
A043981,AP031221
A043982,AP026069
A043983,AP012695
A043984,AP046815
A043985,AP014980
A043986,AP034759
A043987,AP046225
A043988,AP027413
A043989,AP019806
A043990,AP045615
A043991,AP018953
A043992,AP028326
A043993,AP023028
A043994,AP019628
A043995,AP006566
A043996,AP045916
A043997,AP043858
A043998,AP036296
A043999,AP007041
A044000,AP032796
A044001,AP037520
A044002,AP005523
A044003,AP005148
A044004,AP024452
A044005,AP018146
A044006,AP041366
A044007,AP037618
A044008,AP019287
A044009,AP045446
A044010,AP046249
A044011,AP003121
A044012,AP049643
A044013,AP004660
A044014,AP043460
A044015,AP047713
A044016,AP016160
A044017,AP004380
A044018,AP008535
A044019,AP041681
A044020,AP026461
A044021,AP040407
A044022,AP003415
A044023,AP049293
A044024,AP044792
A044025,AP035178
A044026,AP047856
A044027,AP000265
A044028,AP040174
A044029,AP049970
A044030,AP044914
A044031,AP029295
A044032,AP044578
A044033,AP020913
A044034,AP035230
A044035,AP032791
A044036,AP026063
A044037,AP004002
A044038,AP007935
A044039,AP025731
A044040,AP002995
A044041,AP017921
A044042,AP034231
A044043,AP026798
A044044,AP040225
A044045,AP040046
A044046,AP046661
A044047,AP023386
A044048,AP042685
A044049,AP044802
A044050,AP013827
A044051,AP046702
A044052,AP006495
A044053,AP002090
A044054,AP025068
A044055,AP031880
A044056,AP015390
A044057,AP048051
A044058,AP031366
A044059,AP001294
A044060,AP016778
A044061,AP039046
A044062,AP005482
A044063,AP037480
A044064,AP004680
A044065,AP018289
A044066,AP012769
A044067,AP002054
A044068,AP031011
A044069,AP023510
A044070,AP046797
A044071,AP011729
A044072,AP032309
A044073,AP043749
A044074,AP043712
A044075,AP033633
A044076,AP038388
A044077,AP010317
A044078,AP038575
A044079,AP022289
A044080,AP006345
A044081,AP016659
A044082,AP016795
A044083,AP005684
A044084,AP007337
A044085,AP039931
A044086,AP006760
A044087,AP009177
A044088,AP031036
A044089,AP006247
A044090,AP024615
A044091,AP004179
A044092,AP008943
A044093,AP049279
A044094,AP010316
A044095,AP031493
A044096,AP042214
A044097,AP026385
A044098,AP015478
A044099,AP002234
A044100,AP014519
A044101,AP019672
A044102,AP047279
A044103,AP007725
A044104,AP025757
A044105,AP006785
A044106,AP009990
A044107,AP040052
A044108,AP035285
A044109,AP049918
A044110,AP014656
A044111,AP045896
A044112,AP042149
A044113,AP023044
A044114,AP018203
A044115,AP011569
A044116,AP020937
A044117,AP000972
A044118,AP031802
A044119,AP026625
A044120,AP026781
A044121,AP009266
A044122,AP006319
A044123,AP002694
A044124,AP037755
A044125,AP027404
A044126,AP036416
A044127,AP018350
A044128,AP016087
A044129,AP017523
A044130,AP006975
A044131,AP048510
A044132,AP047348
A044133,AP005124
A044134,AP010112
A044135,AP004469
A044136,AP031755
A044137,AP009850
A044138,AP035362
A044139,AP010300
A044140,AP012466
A044141,AP029948
A044142,AP024410
A044143,AP036736
A044144,AP043928
A044145,AP004658
A044146,AP008016
A044147,AP033473
A044148,AP019349
A044149,AP037924
A044150,AP040265
A044151,AP020206
A044152,AP015302
A044153,AP022619
A044154,AP024791
A044155,AP046095
A044156,AP016523
A044157,AP020411
A044158,AP040984
A044159,AP007830
A044160,AP009208
A044161,AP015193
A044162,AP032617
A044163,AP041635
A044164,AP002299
A044165,AP018528
A044166,AP005660
A044167,AP035688
A044168,AP030501
A044169,AP002345
A044170,AP029308
A044171,AP030051
A044172,AP029170
A044173,AP023888
A044174,AP035228
A044175,AP039604
A044176,AP028272
A044177,AP039169
A044178,AP040894
A044179,AP010834
A044180,AP002556
A044181,AP028809
A044182,AP008736
A044183,AP011342
A044184,AP028139
A044185,AP000828
A044186,AP002663
A044187,AP021675
A044188,AP002395
A044189,AP045272
A044190,AP041316
A044191,AP043927
A044192,AP026455
A044193,AP037234
A044194,AP039144
A044195,AP014871
A044196,AP016294
A044197,AP010284
A044198,AP018140
A044199,AP025860
A044200,AP013794
A044201,AP018234
A044202,AP046270
A044203,AP032283
A044204,AP047659
A044205,AP035052
A044206,AP047044
A044207,AP048069
A044208,AP047936
A044209,AP005932
A044210,AP012697
A044211,AP039017
A044212,AP024930
A044213,AP019380
A044214,AP000804
A044215,AP014004
A044216,AP030556
A044217,AP028281
A044218,AP019110
A044219,AP003406
A044220,AP005077
A044221,AP049186
A044222,AP021116
A044223,AP006729
A044224,AP014753
A044225,AP016618
A044226,AP048941
A044227,AP002267
A044228,AP033150
A044229,AP024935
A044230,AP001102
A044231,AP032231
A044232,AP013191
A044233,AP046947
A044234,AP022275
A044235,AP049487
A044236,AP009381
A044237,AP014433
A044238,AP011507
A044239,AP028146
A044240,AP020547
A044241,AP004536
A044242,AP037957
A044243,AP001796
A044244,AP045235
A044245,AP003942
A044246,AP038568
A044247,AP014229
A044248,AP038636
A044249,AP039002
A044250,AP002586
A044251,AP023182
A044252,AP023106
A044253,AP021659
A044254,AP006292
A044255,AP021262
A044256,AP019439
A044257,AP012708
A044258,AP009303
A044259,AP014200
A044260,AP049123
A044261,AP019418
A044262,AP042914
A044263,AP027377
A044264,AP024859
A044265,AP046092
A044266,AP027765
A044267,AP024642
A044268,AP038691
A044269,AP000852
A044270,AP021429
A044271,AP029558
A044272,AP021637
A044273,AP007616
A044274,AP001202
A044275,AP024660
A044276,AP014235
A044277,AP036488
A044278,AP005511
A044279,AP030286
A044280,AP011333
A044281,AP010090
A044282,AP021782
A044283,AP046304
A044284,AP023141
A044285,AP005456
A044286,AP040095
A044287,AP009208
A044288,AP037530
A044289,AP013584
A044290,AP020002
A044291,AP017905
A044292,AP049329
A044293,AP027131
A044294,AP013158
A044295,AP032766
A044296,AP047060
A044297,AP000389
A044298,AP012600
A044299,AP011043
A044300,AP049924
A044301,AP033810
A044302,AP023355
A044303,AP046009
A044304,AP033819
A044305,AP011411
A044306,AP005869
A044307,AP011380
A044308,AP004094
A044309,AP001070
A044310,AP032748
A044311,AP045196
A044312,AP020875
A044313,AP038136
A044314,AP015021
A044315,AP048332
A044316,AP041579
A044317,AP017683
A044318,AP002487
A044319,AP032752
A044320,AP008968
A044321,AP030756
A044322,AP038462
A044323,AP008955
A044324,AP039404
A044325,AP046579
A044326,AP001086
A044327,AP030943
A044328,AP025299
A044329,AP003345
A044330,AP041021
A044331,AP023371
A044332,AP041460
A044333,AP043944
A044334,AP026177
A044335,AP049295
A044336,AP032570
A044337,AP012413
A044338,AP044363
A044339,AP035574
A044340,AP045094
A044341,AP039199
A044342,AP002527
A044343,AP005847
A044344,AP044921
A044345,AP018508
A044346,AP027725
A044347,AP031782
A044348,AP027370
A044349,AP012794
A044350,AP048677
A044351,AP013268
A044352,AP045601
A044353,AP047662
A044354,AP019711
A044355,AP021907
A044356,AP044342
A044357,AP016190
A044358,AP015605
A044359,AP039323
A044360,AP049350
A044361,AP023470
A044362,AP004145
A044363,AP026950
A044364,AP011788
A044365,AP010279
A044366,AP048882
A044367,AP045736
A044368,AP011735
A044369,AP007070
A044370,AP008448
A044371,AP009482
A044372,AP003474
A044373,AP031135
A044374,AP025753
A044375,AP018739
A044376,AP041290
A044377,AP004026
A044378,AP001534
A044379,AP039853
A044380,AP046885
A044381,AP026356
A044382,AP009400
A044383,AP020383
A044384,AP009562
A044385,AP044542
A044386,AP017678
A044387,AP008066
A044388,AP012282
A044389,AP003290
A044390,AP015594
A044391,AP011274
A044392,AP024361
A044393,AP049855
A044394,AP025928
A044395,AP030524
A044396,AP033087
A044397,AP049007
A044398,AP032637
A044399,AP015735
A044400,AP025582
A044401,AP004092
A044402,AP031622
A044403,AP034893
A044404,AP016737
A044405,AP009024
A044406,AP008339
A044407,AP042768
A044408,AP045046
A044409,AP039058
A044410,AP015329
A044411,AP046540
A044412,AP000754
A044413,AP045498
A044414,AP036202
A044415,AP013049
A044416,AP002347
A044417,AP037688
A044418,AP035384
A044419,AP010398
A044420,AP041487
A044421,AP003687
A044422,AP036808
A044423,AP038693
A044424,AP015175
A044425,AP003755
A044426,AP043615
A044427,AP036609
A044428,AP005430
A044429,AP048839
A044430,AP036222
A044431,AP046987
A044432,AP047814
A044433,AP025120
A044434,AP025507
A044435,AP048301
A044436,AP026022
A044437,AP043960
A044438,AP033522
A044439,AP041139
A044440,AP011445
A044441,AP019666
A044442,AP004711
A044443,AP023126
A044444,AP005614
A044445,AP039514
A044446,AP004824
A044447,AP040809
A044448,AP024073
A044449,AP003103
A044450,AP029019
A044451,AP040302
A044452,AP022737
A044453,AP033400
A044454,AP023660
A044455,AP018759
A044456,AP048797
A044457,AP045245
A044458,AP002486
A044459,AP026012
A044460,AP010226
A044461,AP022594
A044462,AP010384
A044463,AP025667
A044464,AP031994
A044465,AP027722
A044466,AP019011
A044467,AP002244
A044468,AP026340
A044469,AP035615
A044470,AP043432
A044471,AP016372
A044472,AP029530
A044473,AP002803
A044474,AP000986
A044475,AP048566
A044476,AP011159
A044477,AP030958
A044478,AP006748
A044479,AP028768
A044480,AP004744
A044481,AP044871
A044482,AP034895
A044483,AP011930
A044484,AP013895
A044485,AP022217
A044486,AP036671
A044487,AP044632
A044488,AP009201
A044489,AP007209
A044490,AP030051
A044491,AP035784
A044492,AP046630
A044493,AP013434
A044494,AP048965
A044495,AP012791
A044496,AP049993
A044497,AP034106
A044498,AP002821
A044499,AP032146
A044500,AP010425
A044501,AP040930
A044502,AP007286
A044503,AP004997
A044504,AP007412
A044505,AP034943
A044506,AP012160
A044507,AP022112
A044508,AP000020
A044509,AP024043
A044510,AP012767
A044511,AP024609
A044512,AP046078
A044513,AP001809
A044514,AP014076
A044515,AP044745
A044516,AP015348
A044517,AP021701
A044518,AP014109
A044519,AP043881
A044520,AP000804
A044521,AP022092
A044522,AP047931
A044523,AP006341
A044524,AP032367
A044525,AP017875
A044526,AP048430
A044527,AP042641
A044528,AP047883
A044529,AP047313
A044530,AP040738
A044531,AP025321
A044532,AP044939
A044533,AP025330
A044534,AP018426
A044535,AP010927
A044536,AP046453
A044537,AP003356
A044538,AP006321
A044539,AP049616
A044540,AP000833
A044541,AP012943
A044542,AP003246
A044543,AP004590
A044544,AP036183
A044545,AP020432
A044546,AP019273
A044547,AP040137
A044548,AP007146
A044549,AP006421
A044550,AP022658
A044551,AP049311
A044552,AP046784
A044553,AP011282
A044554,AP009013
A044555,AP030730
A044556,AP016721
A044557,AP033510
A044558,AP011093
A044559,AP045371
A044560,AP018693
A044561,AP016205
A044562,AP046846
A044563,AP017665
A044564,AP036895
A044565,AP022973
A044566,AP014143
A044567,AP044224
A044568,AP004706
A044569,AP011839
A044570,AP023296
A044571,AP008309
A044572,AP017559
A044573,AP031419
A044574,AP040577
A044575,AP024768
A044576,AP041559
A044577,AP025399
A044578,AP020117
A044579,AP021571
A044580,AP039640
A044581,AP040462
A044582,AP034546
A044583,AP007664
A044584,AP021011
A044585,AP037313
A044586,AP047555
A044587,AP008683
A044588,AP004062
A044589,AP012178
A044590,AP023920
A044591,AP023059
A044592,AP016018
A044593,AP035031
A044594,AP033058
A044595,AP013407
A044596,AP043095
A044597,AP032751
A044598,AP039901
A044599,AP005822
A044600,AP046711
A044601,AP007392
A044602,AP003868
A044603,AP038419
A044604,AP000221
A044605,AP003349
A044606,AP031927
A044607,AP039623
A044608,AP046759
A044609,AP001261
A044610,AP031443
A044611,AP022686
A044612,AP040471
A044613,AP014241
A044614,AP045349
A044615,AP010480
A044616,AP003748
A044617,AP026783
A044618,AP036754
A044619,AP031374
A044620,AP037643
A044621,AP008013
A044622,AP021031
A044623,AP043092
A044624,AP041264
A044625,AP046940
A044626,AP040661
A044627,AP038113
A044628,AP047729
A044629,AP035711
A044630,AP045788
A044631,AP031482
A044632,AP014850
A044633,AP035534
A044634,AP027379
A044635,AP000584
A044636,AP044506
A044637,AP005180
A044638,AP037474
A044639,AP018190
A044640,AP015912
A044641,AP002103
A044642,AP010667
A044643,AP035475
A044644,AP018927
A044645,AP026569
A044646,AP044615
A044647,AP027996
A044648,AP025335
A044649,AP018791
A044650,AP031894
A044651,AP036700
A044652,AP014310
A044653,AP013291
A044654,AP039679
A044655,AP016321
A044656,AP030022
A044657,AP046051
A044658,AP009510
A044659,AP005901
A044660,AP020392
A044661,AP004961
A044662,AP042933
A044663,AP048350
A044664,AP015673
A044665,AP014709
A044666,AP038101
A044667,AP013689
A044668,AP028373
A044669,AP033189
A044670,AP023387
A044671,AP011014
A044672,AP005761
A044673,AP036417
A044674,AP023119
A044675,AP048415
A044676,AP031912
A044677,AP005154
