merchant_id,name,industry,risk_profile
M37116,Global Mart,Healthcare,Low
M37117,Prime World,Travel,Low
M37118,XYZ Electronics,Electronics,Medium
M37119,NextGen Foods,Automotive,Medium
M37120,ABC Mart,Fashion,High
M37121,Global Electronics,Automotive,Low
M37122,Prime Traders,Retail,Medium
M37123,Metro Services,Finance,Low
M37124,Metro Hub,Healthcare,High
M37125,ABC Retailers,Electronics,High
M37126,Fresh Store,Travel,Low
M37127,NextGen Foods,Travel,High
M37128,Fresh Store,Technology,Low
M37129,XYZ Hub,Electronics,Medium
M37130,Elite World,Technology,Medium
M37131,NextGen Solutions,Finance,Low
M37132,Prime Hub,Healthcare,High
M37133,ABC Foods,Automotive,Medium
M37134,Nova World,Technology,High
M37135,Nova Foods,Education,Medium
M37136,Elite Mart,Finance,High
M37137,Metro Services,Finance,Medium
M37138,XYZ Foods,Electronics,High
M37139,Prime Foods,Finance,High
M37140,Elite Retailers,Automotive,Low
M37141,ABC Solutions,Finance,Medium
M37142,NextGen Store,Fashion,Medium
M37143,Metro World,Automotive,Low
M37144,Vertex Traders,Automotive,High
M37145,Vertex Retailers,Automotive,High
M37146,Prime Services,Fashion,High
M37147,Metro Store,Retail,Low
M37148,ABC Solutions,Education,Medium
M37149,ABC Services,Automotive,Low
M37150,XYZ Retailers,Automotive,Medium
M37151,Vertex Retailers,Retail,High
M37152,Vertex Hub,Fashion,Medium
M37153,ABC Store,Healthcare,Medium
M37154,Elite Solutions,Fashion,Medium
M37155,NextGen Services,Healthcare,High
M37156,Prime World,Fashion,Medium
M37157,Fresh Services,Finance,High
M37158,XYZ Hub,Education,Low
M37159,ABC Store,Travel,Medium
M37160,Global Mart,Technology,High
M37161,XYZ Services,Automotive,High
M37162,XYZ World,Automotive,Low
M37163,Vertex Solutions,Healthcare,Low
M37164,ABC Mart,Education,Medium
M37165,ABC Mart,Retail,High
M37166,NextGen Electronics,Retail,High
M37167,Vertex Mart,Food & Beverage,Low
M37168,Elite Electronics,Technology,Low
M37169,Fresh Store,Education,Low
M37170,Prime Mart,Finance,High
M37171,Vertex World,Electronics,Low
M37172,XYZ Mart,Automotive,High
M37173,Metro World,Finance,Low
M37174,Vertex Solutions,Technology,Low
M37175,Elite Hub,Healthcare,High
M37176,XYZ Solutions,Finance,Low
M37177,Vertex Mart,Education,Low
M37178,Vertex Services,Automotive,Low
M37179,Elite Retailers,Education,High
M37180,Prime Foods,Retail,Low
M37181,XYZ Services,Education,High
M37182,Fresh World,Electronics,Medium
M37183,Global Hub,Fashion,High
M37184,ABC Solutions,Automotive,Medium
M37185,ABC World,Automotive,Low
M37186,Metro Traders,Fashion,Medium
M37187,Fresh Solutions,Food & Beverage,Low
M37188,Metro Solutions,Healthcare,High
M37189,Nova Electronics,Automotive,High
M37190,Nova Electronics,Technology,Low
M37191,XYZ World,Electronics,Low
M37192,Elite Retailers,Electronics,High
M37193,Vertex Retailers,Food & Beverage,Low
M37194,Vertex Mart,Finance,Low
M37195,Fresh Services,Fashion,High
M37196,Nova Foods,Food & Beverage,Low
M37197,Elite Electronics,Retail,Medium
M37198,XYZ Traders,Education,Medium
M37199,Global Services,Technology,High
M37200,XYZ Services,Electronics,Low
M37201,Global World,Healthcare,Low
M37202,Elite Solutions,Healthcare,Low
M37203,Global Electronics,Electronics,Medium
M37204,ABC Hub,Technology,Medium
M37205,Nova Electronics,Electronics,Low
M37206,Nova Foods,Healthcare,High
M37207,Vertex Retailers,Retail,Medium
M37208,Global Hub,Education,High
M37209,Global Hub,Food & Beverage,High
M37210,Nova Foods,Automotive,High
M37211,Global Foods,Retail,Low
M37212,Elite Solutions,Electronics,High
M37213,Metro Mart,Technology,High
M37214,XYZ Services,Food & Beverage,Low
M37215,XYZ Mart,Finance,High
M37216,Vertex Traders,Travel,High
M37217,XYZ Mart,Finance,Low
M37218,ABC Mart,Travel,Medium
M37219,XYZ Electronics,Healthcare,Low
M37220,Nova Traders,Finance,High
M37221,Metro Services,Technology,Medium
M37222,Nova Traders,Fashion,Low
M37223,Global World,Education,Medium
M37224,Elite Retailers,Finance,Low
M37225,Vertex Hub,Healthcare,Low
M37226,Metro Services,Retail,Medium
M37227,ABC Mart,Automotive,High
M37228,Global Hub,Education,Low
M37229,Metro Solutions,Finance,Low
M37230,Metro Mart,Retail,Low
M37231,Prime World,Healthcare,Medium
M37232,Nova Mart,Retail,Medium
M37233,Nova Retailers,Finance,Medium
M37234,Metro Mart,Automotive,Low
M37235,ABC Retailers,Electronics,High
M37236,Vertex Traders,Automotive,High
M37237,NextGen Hub,Technology,High
M37238,Metro Electronics,Healthcare,High
M37239,Elite Retailers,Food & Beverage,Medium
M37240,ABC Retailers,Retail,Medium
M37241,Metro Mart,Retail,High
M37242,ABC Electronics,Education,Medium
M37243,NextGen Mart,Technology,High
M37244,Prime Solutions,Fashion,High
M37245,NextGen Retailers,Electronics,Low
M37246,XYZ Retailers,Healthcare,Low
M37247,XYZ Electronics,Healthcare,Medium
M37248,NextGen Mart,Technology,Medium
M37249,Metro Store,Education,Low
M37250,Vertex World,Food & Beverage,Low
M37251,NextGen World,Food & Beverage,Low
M37252,NextGen World,Fashion,High
M37253,Vertex Services,Food & Beverage,Medium
M37254,Metro Services,Healthcare,High
M37255,Fresh Retailers,Healthcare,High
M37256,XYZ Mart,Technology,Low
M37257,ABC Electronics,Technology,High
M37258,Prime Electronics,Retail,High
M37259,Elite World,Electronics,Low
M37260,Fresh Retailers,Electronics,Low
M37261,Prime Mart,Technology,Low
M37262,ABC Traders,Electronics,Low
M37263,Elite Hub,Retail,Low
M37264,Nova Store,Fashion,High
M37265,Nova Retailers,Travel,Low
M37266,Fresh Retailers,Food & Beverage,Medium
M37267,XYZ Traders,Food & Beverage,Low
M37268,Fresh Store,Healthcare,Low
M37269,XYZ Solutions,Technology,Medium
M37270,Global Services,Finance,Medium
M37271,XYZ World,Electronics,Low
M37272,ABC Retailers,Electronics,Medium
M37273,Elite Foods,Healthcare,Medium
M37274,Fresh Store,Healthcare,Medium
M37275,Metro Services,Healthcare,High
M37276,Elite World,Retail,High
M37277,ABC World,Retail,Medium
M37278,Vertex Services,Education,High
M37279,Nova Services,Education,Low
M37280,Vertex Electronics,Electronics,High
M37281,Metro World,Electronics,Medium
M37282,NextGen Foods,Food & Beverage,Medium
M37283,NextGen Services,Food & Beverage,High
M37284,Nova Hub,Food & Beverage,Low
M37285,Prime World,Retail,High
M37286,NextGen Electronics,Education,Low
M37287,NextGen World,Fashion,High
M37288,Fresh Retailers,Automotive,Medium
M37289,Metro Store,Food & Beverage,High
M37290,Elite Foods,Automotive,Low
M37291,NextGen Hub,Retail,Low
M37292,Vertex Electronics,Healthcare,High
M37293,Elite World,Healthcare,High
M37294,Prime World,Retail,Low
M37295,Elite Mart,Food & Beverage,Low
M37296,XYZ World,Food & Beverage,Medium
M37297,NextGen Mart,Travel,High
M37298,ABC Electronics,Food & Beverage,High
M37299,Elite Store,Food & Beverage,Low
M37300,Elite Solutions,Healthcare,Low
M37301,Fresh Mart,Healthcare,Low
M37302,Fresh Foods,Finance,Medium
M37303,Nova Services,Finance,Low
M37304,Vertex Hub,Healthcare,High
M37305,NextGen Mart,Automotive,Medium
M37306,ABC Services,Finance,Medium
M37307,Elite Solutions,Retail,High
M37308,XYZ Foods,Healthcare,Low
M37309,ABC Hub,Retail,Low
M37310,Metro Electronics,Retail,Medium
M37311,Metro Electronics,Technology,Medium
M37312,Fresh Retailers,Healthcare,Low
M37313,ABC Mart,Electronics,Low
M37314,Prime Traders,Electronics,High
M37315,Fresh Mart,Food & Beverage,High
M37316,ABC Mart,Retail,Medium
M37317,Global Electronics,Electronics,High
M37318,Vertex Store,Healthcare,High
M37319,ABC World,Automotive,Medium
M37320,XYZ Solutions,Electronics,Medium
M37321,ABC Store,Finance,Medium
M37322,Global Electronics,Food & Beverage,Low
M37323,ABC Foods,Fashion,Medium
M37324,Metro Mart,Technology,Low
M37325,Global World,Technology,Medium
M37326,Prime World,Fashion,Medium
M37327,Nova Foods,Fashion,High
M37328,NextGen Foods,Automotive,High
M37329,Metro Traders,Retail,Medium
M37330,Metro Electronics,Travel,Medium
M37331,Metro Foods,Fashion,Medium
M37332,Elite World,Finance,High
M37333,Vertex Traders,Food & Beverage,Low
M37334,Nova Foods,Travel,Medium
M37335,ABC Services,Travel,Low
M37336,Global Traders,Travel,Low
M37337,Elite World,Technology,High
M37338,Prime Foods,Finance,Medium
M37339,Metro Retailers,Retail,Medium
M37340,Global Mart,Finance,Medium
M37341,Fresh Services,Travel,High
M37342,Nova Retailers,Travel,Low
M37343,Nova World,Technology,Medium
M37344,NextGen Solutions,Automotive,High
M37345,XYZ Store,Food & Beverage,Low
M37346,XYZ Retailers,Food & Beverage,Low
M37347,Metro Services,Finance,Low
M37348,NextGen Mart,Electronics,High
M37349,Metro Store,Technology,Low
M37350,Global Retailers,Finance,Low
M37351,Nova Retailers,Travel,Medium
M37352,Metro Foods,Electronics,Medium
M37353,NextGen Traders,Travel,Medium
M37354,Fresh Electronics,Fashion,Low
M37355,Nova Hub,Automotive,Medium
M37356,Fresh Store,Finance,Low
M37357,Metro World,Finance,Medium
M37358,Vertex Services,Travel,Medium
M37359,NextGen Electronics,Electronics,Low
M37360,Fresh Store,Food & Beverage,High
M37361,Fresh Foods,Automotive,Medium
M37362,XYZ Hub,Food & Beverage,Medium
M37363,Fresh World,Education,High
M37364,Fresh Retailers,Technology,Low
M37365,Vertex Electronics,Retail,Medium
M37366,Vertex Retailers,Automotive,Medium
M37367,Vertex Traders,Fashion,Medium
M37368,ABC Solutions,Electronics,Low
M37369,Metro Services,Healthcare,Low
M37370,Global Traders,Healthcare,Medium
M37371,Vertex Hub,Education,High
M37372,ABC Solutions,Fashion,High
M37373,Elite Mart,Automotive,Medium
M37374,NextGen Hub,Education,High
M37375,Metro Traders,Fashion,Low
M37376,Prime Retailers,Education,High
M37377,ABC Store,Healthcare,Low
M37378,Prime Electronics,Healthcare,Medium
M37379,Metro Mart,Education,Medium
M37380,Elite Traders,Food & Beverage,Low
M37381,Fresh Traders,Retail,Medium
M37382,Vertex Electronics,Automotive,High
M37383,XYZ World,Fashion,Medium
M37384,Prime Hub,Technology,Medium
M37385,Elite Services,Finance,High
M37386,Nova Store,Electronics,Medium
M37387,Global Retailers,Fashion,High
M37388,Prime Solutions,Automotive,Low
M37389,XYZ Store,Travel,High
M37390,Fresh Traders,Electronics,Medium
M37391,Metro Solutions,Retail,Low
M37392,ABC Foods,Electronics,High
M37393,Elite Electronics,Fashion,Medium
M37394,Global World,Fashion,Medium
M37395,Elite Hub,Retail,Low
M37396,XYZ World,Travel,High
M37397,Nova Solutions,Retail,High
M37398,Elite Traders,Food & Beverage,Medium
M37399,ABC World,Fashion,Low
M37400,Metro Retailers,Electronics,Low
M37401,ABC Traders,Food & Beverage,High
M37402,Metro Electronics,Education,Medium
M37403,XYZ Services,Retail,Low
M37404,Vertex Foods,Healthcare,Low
M37405,Prime Traders,Finance,Medium
M37406,Metro World,Technology,High
M37407,Elite Foods,Fashion,Low
M37408,Nova Foods,Technology,High
M37409,Vertex Electronics,Fashion,Low
M37410,Vertex Solutions,Fashion,High
M37411,Vertex Services,Electronics,Low
M37412,Vertex Mart,Education,High
M37413,NextGen Store,Fashion,High
M37414,Vertex Mart,Food & Beverage,High
M37415,Metro Foods,Food & Beverage,Low
M37416,Metro Electronics,Technology,Low
M37417,NextGen Services,Education,Low
M37418,XYZ Store,Automotive,High
M37419,NextGen Solutions,Finance,High
M37420,Elite Retailers,Education,Medium
M37421,XYZ World,Finance,Low
M37422,Vertex Foods,Finance,Medium
M37423,Prime Foods,Retail,Medium
M37424,Fresh Hub,Fashion,Low
M37425,Global Store,Food & Beverage,Low
M37426,Metro Electronics,Education,High
M37427,XYZ Foods,Technology,Medium
M37428,Nova Solutions,Retail,Medium
M37429,Vertex Mart,Fashion,High
M37430,Prime Hub,Finance,Medium
M37431,Metro Solutions,Fashion,Low
M37432,NextGen Traders,Electronics,Medium
M37433,Fresh World,Food & Beverage,Low
M37434,NextGen Hub,Travel,Medium
M37435,Elite Store,Healthcare,Low
M37436,Elite Services,Healthcare,High
M37437,NextGen Foods,Technology,Medium
M37438,Global Store,Healthcare,High
M37439,Prime Store,Food & Beverage,High
M37440,Fresh Retailers,Technology,Low
M37441,XYZ Mart,Travel,Medium
M37442,Global Services,Education,Medium
M37443,Fresh Traders,Electronics,Medium
M37444,XYZ Mart,Food & Beverage,High
M37445,Vertex Solutions,Food & Beverage,Medium
M37446,Metro Hub,Technology,Low
M37447,Global Mart,Travel,High
M37448,Nova Hub,Electronics,Medium
M37449,NextGen Foods,Automotive,Medium
M37450,XYZ Services,Finance,Medium
M37451,Vertex Traders,Fashion,Low
M37452,Global Services,Food & Beverage,High
M37453,Prime Mart,Education,Medium
M37454,ABC Store,Food & Beverage,High
M37455,Vertex Mart,Healthcare,Low
M37456,Prime Store,Technology,High
M37457,Global Foods,Education,High
M37458,Fresh Electronics,Fashion,High
M37459,Fresh Electronics,Finance,Medium
M37460,Metro Traders,Retail,Medium
M37461,Global Store,Finance,Medium
M37462,Prime Traders,Food & Beverage,Medium
M37463,Metro Electronics,Finance,High
M37464,Metro Mart,Education,Low
M37465,Fresh Mart,Healthcare,Medium
M37466,ABC Foods,Technology,Medium
M37467,Fresh Retailers,Food & Beverage,High
M37468,Global Electronics,Education,Medium
M37469,Vertex Electronics,Retail,High
M37470,ABC Store,Technology,Low
M37471,Vertex Retailers,Education,Low
M37472,XYZ Foods,Fashion,Medium
M37473,ABC Traders,Healthcare,High
M37474,ABC Services,Retail,Low
M37475,XYZ Solutions,Fashion,Low
M37476,Metro Solutions,Retail,Low
M37477,Metro Traders,Technology,High
M37478,Global Traders,Fashion,High
M37479,Prime Solutions,Travel,Low
M37480,Fresh Foods,Electronics,Low
M37481,NextGen Traders,Food & Beverage,Medium
M37482,Fresh Services,Retail,High
M37483,Prime World,Retail,Low
M37484,Prime Traders,Travel,Low
M37485,ABC Services,Food & Beverage,Medium
M37486,NextGen Solutions,Fashion,Low
M37487,XYZ Services,Electronics,Low
M37488,Fresh Mart,Retail,High
M37489,Elite Hub,Electronics,High
M37490,Global Hub,Travel,High
M37491,Elite World,Finance,High
M37492,Elite Services,Electronics,Medium
M37493,Global Solutions,Healthcare,Low
M37494,Global Foods,Technology,Medium
M37495,Fresh Mart,Healthcare,High
M37496,Elite World,Fashion,Low
M37497,NextGen Services,Travel,High
M37498,Fresh World,Fashion,High
M37499,ABC World,Electronics,Medium
M37500,Global Hub,Education,Medium
M37501,Elite Services,Technology,Low
M37502,Vertex Mart,Fashion,Medium
M37503,Elite Hub,Food & Beverage,Low
M37504,Elite Store,Electronics,High
M37505,Elite Traders,Education,Low
M37506,Prime Hub,Food & Beverage,High
M37507,Prime Store,Healthcare,Medium
M37508,Prime Traders,Electronics,Medium
M37509,Elite Hub,Technology,High
M37510,Vertex Services,Education,Medium
M37511,Prime Mart,Automotive,Medium
M37512,Fresh Store,Technology,Medium
M37513,Nova World,Healthcare,High
M37514,XYZ Solutions,Automotive,Medium
M37515,Metro Solutions,Food & Beverage,High
M37516,NextGen Foods,Automotive,Medium
M37517,Metro Mart,Education,High
M37518,Nova Services,Healthcare,Medium
M37519,Vertex World,Healthcare,High
M37520,Prime Services,Education,High
M37521,Metro Solutions,Education,High
M37522,XYZ Foods,Education,Low
M37523,Nova Traders,Fashion,Medium
M37524,Prime World,Electronics,High
M37525,Metro Foods,Education,Low
M37526,Nova Retailers,Food & Beverage,Medium
M37527,Vertex Store,Electronics,Medium
M37528,ABC Services,Finance,Medium
M37529,Prime Foods,Food & Beverage,High
M37530,Elite Services,Electronics,High
M37531,Nova Mart,Education,Low
M37532,Global Traders,Automotive,Low
M37533,NextGen Mart,Travel,Low
M37534,Elite Services,Finance,High
M37535,XYZ Store,Healthcare,Medium
M37536,Fresh Electronics,Education,High
M37537,Metro Solutions,Technology,Low
M37538,Metro Store,Healthcare,Medium
M37539,Elite Electronics,Automotive,High
M37540,Fresh Mart,Education,Low
M37541,NextGen Electronics,Technology,Low
M37542,ABC World,Retail,High
M37543,NextGen Electronics,Finance,Medium
M37544,Elite Traders,Healthcare,Medium
M37545,Global Store,Technology,High
M37546,Nova Mart,Electronics,Medium
M37547,Vertex Store,Education,High
M37548,Prime Mart,Travel,Medium
M37549,Vertex Mart,Education,Low
M37550,Fresh Mart,Food & Beverage,Low
M37551,Fresh World,Fashion,Low
M37552,Elite Store,Travel,Low
M37553,Elite Retailers,Education,Medium
M37554,Metro Foods,Healthcare,High
M37555,Elite Store,Retail,Low
M37556,Fresh Electronics,Healthcare,Low
M37557,XYZ Foods,Healthcare,Low
M37558,Prime Foods,Travel,Medium
M37559,Vertex Store,Food & Beverage,Medium
M37560,XYZ Mart,Fashion,Low
M37561,Fresh Hub,Technology,High
M37562,Prime Electronics,Retail,Low
M37563,Metro Store,Retail,Medium
M37564,Global Services,Food & Beverage,Low
M37565,Global Electronics,Food & Beverage,Low
M37566,Nova Foods,Finance,High
M37567,Prime Mart,Food & Beverage,Medium
M37568,Elite World,Fashion,Low
M37569,Metro Traders,Finance,Low
M37570,Vertex Store,Fashion,Medium
M37571,Vertex Foods,Technology,High
M37572,Metro Foods,Education,Low
M37573,XYZ Hub,Education,High
M37574,Metro Foods,Retail,High
M37575,XYZ World,Healthcare,High
M37576,Prime Traders,Healthcare,Medium
M37577,Nova Hub,Retail,Low
M37578,XYZ Services,Automotive,Medium
M37579,NextGen Foods,Healthcare,Medium
M37580,Nova Electronics,Healthcare,Low
M37581,Nova Retailers,Automotive,High
M37582,XYZ Retailers,Retail,Medium
M37583,XYZ Solutions,Food & Beverage,Medium
M37584,Nova Traders,Technology,Low
M37585,NextGen Hub,Retail,Low
M37586,Vertex Solutions,Electronics,Medium
M37587,Global Foods,Fashion,Medium
M37588,NextGen Hub,Finance,Low
M37589,Elite Store,Education,Low
M37590,NextGen Foods,Technology,High
M37591,Elite Services,Technology,High
M37592,Metro Electronics,Food & Beverage,Medium
M37593,ABC Electronics,Travel,High
M37594,Prime Retailers,Food & Beverage,High
M37595,Vertex Mart,Finance,High
M37596,Metro Solutions,Technology,Medium
M37597,Fresh Electronics,Retail,Low
M37598,Vertex World,Technology,Low
M37599,Global Mart,Automotive,Medium
M37600,Elite Mart,Technology,High
M37601,Fresh Mart,Education,High
M37602,XYZ Services,Retail,High
M37603,Vertex Store,Automotive,Low
M37604,Elite Mart,Automotive,High
M37605,Vertex Solutions,Healthcare,High
M37606,ABC Store,Technology,High
M37607,XYZ Retailers,Retail,Low
M37608,Nova Traders,Retail,Medium
M37609,XYZ Solutions,Technology,Medium
M37610,XYZ Traders,Education,Medium
M37611,Elite Mart,Finance,Low
M37612,Nova Foods,Electronics,High
M37613,Fresh Hub,Technology,Low
M37614,Global Electronics,Healthcare,Medium
M37615,Nova World,Finance,High
M37616,Nova Store,Education,Low
M37617,Metro Services,Automotive,High
M37618,XYZ Services,Fashion,Medium
M37619,XYZ Foods,Electronics,Medium
M37620,Metro Hub,Retail,Medium
M37621,NextGen Traders,Education,Medium
M37622,Metro Services,Retail,High
M37623,Elite Store,Automotive,Low
M37624,Prime Hub,Food & Beverage,High
M37625,Prime Retailers,Healthcare,Low
M37626,NextGen Store,Technology,Low
M37627,Global Electronics,Retail,Medium
M37628,XYZ Traders,Automotive,Medium
M37629,Prime Electronics,Travel,High
M37630,Prime World,Fashion,High
M37631,Elite Retailers,Electronics,Low
M37632,ABC Retailers,Fashion,Low
M37633,Elite World,Food & Beverage,Medium
M37634,Prime Foods,Education,High
M37635,Global Solutions,Healthcare,High
M37636,Fresh Traders,Travel,Low
M37637,Nova Services,Electronics,Medium
M37638,Vertex Solutions,Fashion,Low
M37639,NextGen Services,Retail,Medium
M37640,ABC Foods,Fashion,High
M37641,Fresh Solutions,Electronics,Low
M37642,Vertex Retailers,Food & Beverage,Low
M37643,Fresh Foods,Technology,Medium
M37644,Prime Electronics,Electronics,High
M37645,ABC Hub,Travel,High
M37646,Nova Hub,Healthcare,Medium
M37647,XYZ Hub,Retail,Medium
M37648,Vertex Services,Finance,High
M37649,Global Traders,Retail,Low
M37650,Prime Store,Finance,Low
M37651,Fresh Retailers,Healthcare,Low
M37652,ABC Hub,Travel,High
M37653,Prime Services,Automotive,High
M37654,Metro Foods,Finance,High
M37655,Elite Electronics,Finance,Low
M37656,Global Store,Food & Beverage,Medium
M37657,Fresh Foods,Finance,Low
M37658,Metro Electronics,Automotive,Medium
M37659,Elite Foods,Finance,Medium
M37660,ABC Hub,Automotive,High
M37661,XYZ Store,Travel,Low
M37662,Vertex Services,Retail,Low
M37663,Prime Mart,Technology,Medium
M37664,ABC World,Travel,High
M37665,Global Solutions,Healthcare,Low
M37666,Elite Retailers,Education,High
M37667,Elite Hub,Education,Medium
M37668,NextGen Store,Education,Medium
M37669,Elite World,Healthcare,Low
M37670,Fresh Traders,Technology,Low
M37671,XYZ Foods,Fashion,High
M37672,Elite Store,Electronics,Medium
M37673,Nova Electronics,Finance,Low
M37674,Elite Solutions,Automotive,Low
M37675,Vertex Services,Healthcare,Medium
M37676,Elite Retailers,Electronics,Low
M37677,NextGen Foods,Automotive,Low
M37678,Global Retailers,Technology,Medium
M37679,XYZ Hub,Food & Beverage,High
M37680,ABC World,Fashion,Medium
M37681,Global Store,Automotive,Low
M37682,Metro Electronics,Travel,Medium
M37683,Vertex World,Finance,Low
M37684,Prime Hub,Finance,Low
M37685,Vertex Foods,Food & Beverage,High
M37686,Elite Electronics,Retail,High
M37687,NextGen Foods,Travel,Medium
M37688,ABC Hub,Food & Beverage,High
M37689,Global Store,Finance,Medium
M37690,Nova World,Automotive,Low
M37691,Global Electronics,Finance,Medium
M37692,Nova Foods,Fashion,Low
M37693,ABC Foods,Electronics,Low
M37694,XYZ Store,Automotive,Low
M37695,Metro Solutions,Automotive,Low
M37696,Global Solutions,Food & Beverage,Medium
M37697,Global Electronics,Education,High
M37698,Vertex Hub,Retail,Low
M37699,Elite Retailers,Technology,Low
M37700,NextGen Electronics,Technology,Low
M37701,Elite Services,Healthcare,Medium
M37702,Fresh Traders,Fashion,High
M37703,Global Retailers,Education,Medium
M37704,XYZ Electronics,Fashion,Medium
M37705,ABC Hub,Food & Beverage,High
M37706,Nova Traders,Travel,High
M37707,Global Store,Technology,Low
M37708,ABC Solutions,Travel,Medium
M37709,ABC Foods,Education,Medium
M37710,Fresh Hub,Fashion,Medium
M37711,Fresh Store,Technology,Medium
M37712,XYZ Mart,Fashion,High
M37713,Metro Electronics,Healthcare,High
M37714,NextGen World,Finance,Low
M37715,Elite Store,Fashion,High
M37716,XYZ Mart,Fashion,High
M37717,Vertex Store,Education,Low
M37718,XYZ Hub,Technology,Medium
M37719,Fresh Electronics,Automotive,Medium
M37720,Vertex Mart,Technology,Medium
M37721,Nova Services,Healthcare,Medium
M37722,XYZ Traders,Fashion,Low
M37723,Fresh Services,Finance,High
M37724,Nova Foods,Automotive,High
M37725,Metro Traders,Food & Beverage,High
M37726,Fresh World,Food & Beverage,High
M37727,Global Hub,Food & Beverage,Medium
M37728,Nova World,Technology,Low
M37729,Vertex Services,Education,Low
M37730,Global Store,Education,Low
M37731,ABC Hub,Healthcare,High
M37732,Elite Solutions,Education,Low
M37733,Metro Foods,Travel,Low
M37734,Nova World,Food & Beverage,Low
M37735,ABC Services,Retail,Medium
M37736,Prime World,Automotive,Low
M37737,Nova Hub,Retail,Low
M37738,Metro Electronics,Automotive,Medium
M37739,Prime Electronics,Automotive,Low
M37740,ABC Traders,Education,High
M37741,Nova Retailers,Healthcare,Low
M37742,Vertex Foods,Automotive,High
M37743,NextGen Electronics,Travel,Low
M37744,NextGen Electronics,Finance,High
M37745,Vertex Electronics,Retail,Low
M37746,Vertex Electronics,Automotive,Low
M37747,Elite Foods,Electronics,High
M37748,Prime Traders,Fashion,High
M37749,ABC Electronics,Fashion,Medium
M37750,Global World,Electronics,High
M37751,ABC Solutions,Automotive,Low
M37752,Fresh Services,Retail,High
M37753,Vertex Electronics,Finance,High
M37754,XYZ Mart,Finance,Medium
M37755,Elite Retailers,Technology,Medium
M37756,Metro Electronics,Healthcare,Low
M37757,Metro Electronics,Healthcare,Low
M37758,Fresh Store,Automotive,Medium
M37759,Vertex Services,Education,Medium
M37760,ABC Store,Electronics,Medium
M37761,Vertex World,Electronics,High
M37762,Vertex Retailers,Healthcare,Low
M37763,Vertex Retailers,Food & Beverage,Low
M37764,Prime Traders,Automotive,Low
M37765,Metro World,Healthcare,Medium
M37766,ABC World,Education,High
M37767,Metro Electronics,Food & Beverage,Medium
M37768,XYZ Store,Retail,High
M37769,Elite Mart,Healthcare,High
M37770,Fresh World,Automotive,Low
M37771,Global Store,Technology,High
M37772,Vertex Services,Education,Low
M37773,Vertex Store,Education,High
M37774,Global Retailers,Technology,High
M37775,NextGen Retailers,Electronics,Low
M37776,Vertex Traders,Technology,Low
M37777,Metro Solutions,Food & Beverage,High
M37778,Elite Store,Electronics,Low
M37779,ABC Electronics,Healthcare,Low
M37780,Metro Mart,Automotive,Medium
M37781,Vertex World,Electronics,Low
M37782,Nova Foods,Travel,Low
M37783,Vertex Mart,Travel,Low
M37784,ABC Services,Food & Beverage,Low
M37785,Vertex Traders,Food & Beverage,Medium
M37786,Fresh Services,Retail,High
M37787,Elite Hub,Technology,Low
M37788,Fresh Services,Electronics,Low
M37789,Nova Hub,Finance,Low
M37790,Nova Foods,Fashion,Low
M37791,NextGen Electronics,Retail,Low
M37792,Elite Solutions,Food & Beverage,Low
M37793,XYZ Traders,Electronics,High
M37794,Nova Traders,Education,Low
M37795,Nova World,Technology,Low
M37796,NextGen Store,Travel,High
M37797,ABC Retailers,Electronics,Low
M37798,Prime Foods,Electronics,Medium
M37799,Vertex Electronics,Healthcare,Low
M37800,Nova World,Retail,Medium
M37801,Prime Store,Retail,Low
M37802,Fresh Hub,Healthcare,High
M37803,ABC Foods,Technology,Medium
M37804,XYZ Services,Technology,High
M37805,Global Traders,Automotive,Low
M37806,XYZ Retailers,Automotive,High
M37807,Nova Retailers,Finance,Medium
M37808,Elite Traders,Finance,Low
M37809,Metro Services,Education,Medium
M37810,Prime Retailers,Automotive,High
M37811,Nova Hub,Education,Low
M37812,Fresh Store,Automotive,High
M37813,Vertex Foods,Fashion,Medium
M37814,Fresh World,Travel,Medium
M37815,XYZ Solutions,Electronics,Medium
M37816,Nova Foods,Retail,Medium
M37817,Vertex World,Food & Beverage,Medium
M37818,NextGen World,Travel,Medium
M37819,Vertex Retailers,Technology,High
M37820,NextGen Retailers,Food & Beverage,High
M37821,Elite Electronics,Electronics,Medium
M37822,Metro Mart,Travel,High
M37823,Fresh Foods,Fashion,Medium
M37824,XYZ Foods,Education,Low
M37825,Global Solutions,Travel,Medium
M37826,Nova World,Healthcare,High
M37827,Metro Electronics,Finance,Medium
M37828,Vertex World,Electronics,Medium
M37829,Metro Store,Food & Beverage,High
M37830,Elite Solutions,Automotive,High
M37831,Nova Foods,Automotive,High
M37832,Elite Hub,Automotive,Medium
M37833,NextGen Foods,Automotive,Low
M37834,Prime Solutions,Finance,Low
M37835,Prime Traders,Automotive,High
M37836,ABC Foods,Technology,High
M37837,Metro Retailers,Fashion,High
M37838,NextGen Foods,Electronics,Low
M37839,ABC Mart,Retail,Medium
M37840,NextGen Solutions,Fashion,Low
M37841,Vertex Solutions,Technology,Low
M37842,Elite Foods,Finance,Low
M37843,Elite Store,Retail,High
M37844,ABC Store,Healthcare,Low
M37845,Fresh Store,Healthcare,Low
M37846,ABC World,Automotive,High
M37847,XYZ World,Fashion,High
M37848,NextGen Retailers,Travel,Medium
M37849,XYZ World,Education,Low
M37850,Elite Store,Education,Medium
